"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"vancouver_q5_p","Integer","","Recommended","vancouver_q1_ddn_p!=0","I enjoy social activities with typical American people. Yo disfruto de actividades sociales con personas americanas/ estadounidenses.","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9","1 = Disagree en Desacuerdo; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = Agree en Acuerdo; Please select one of the numbers to the right of each question to indicate your degree of agreement or disagreement. Many of these questions will refer to your heritage culture/culture of origin, meaning the original culture of your family (other than the culture of America or the United States).  It may be the culture of your birth, the culture in which you have been raised, or any socio-cultural group which influenced your family background.  If there are several, pick the one that has influenced you most (for example: Irish, Chinese, Latino, Mexican, Cuban, Puerto-Rican, Black or African-American, Native-American or American Indian, Jewish, Amish, Latter-day Saints/Mormon). If you do not feel that you have been influenced by any other culture, please name a culture that influenced previous generations of your family, or you may choose 0 if you do not identify with a cultural heritage other than American. //Por favor conteste cada pregunta cuidadosamente, seleccionando el nÃºmero de la respuesta que indique su grado de acuerdo o desacuerdo. Procure contestarlas todas. Muchas de estas preguntas son sobre su cultura patrimonio/cultura de origen; es decir, las costumbres y tradiciones que mÃ¡s le hayan influido, no incluyendo las influencias de la cultura americana o estadounidense. Esta cultura puede ser del lugar donde naciÃ³ o en donde se criÃ³. Si usted siente que le han influido diversas culturas, conteste las preguntas en base de la cultura con la que mÃ¡s se identifique. Si hay varios, escoge la que le ha influidoÂ mÃ¡s (por ejemplo: irlandesa,Â china, mexicana, cubana, puertorriqueÃ±a, NegroÂ oÂ afro-americano, nativo-americano oÂ indio americano, judÃ­o, amish, mormÃ³n,Â  etc). Si usted considera que no ha sido influido por ninguna otra cultura aparte de la americana o estadounidense, por favor conteste las preguntas en base a la cultura de sus antepasados o seleccione el 'ninguna' si no se identifica con un patrimonio cultural que no sea americana o estadounidense.","via_accult_q5_p"
"vancouver_q6_p","Integer","","Recommended","vancouver_q1_ddn_p!=0","I am comfortable interacting with people of the same heritage culture as myself. Me siento cómodo interactuando con personas de mi misma cultura.","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9","1 = Disagree en Desacuerdo; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = Agree en Acuerdo; Please select one of the numbers to the right of each question to indicate your degree of agreement or disagreement. Many of these questions will refer to your heritage culture/culture of origin, meaning the original culture of your family (other than the culture of America or the United States).  It may be the culture of your birth, the culture in which you have been raised, or any socio-cultural group which influenced your family background.  If there are several, pick the one that has influenced you most (for example: Irish, Chinese, Latino, Mexican, Cuban, Puerto-Rican, Black or African-American, Native-American or American Indian, Jewish, Amish, Latter-day Saints/Mormon). If you do not feel that you have been influenced by any other culture, please name a culture that influenced previous generations of your family, or you may choose 0 if you do not identify with a cultural heritage other than American. //Por favor conteste cada pregunta cuidadosamente, seleccionando el nÃºmero de la respuesta que indique su grado de acuerdo o desacuerdo. Procure contestarlas todas. Muchas de estas preguntas son sobre su cultura patrimonio/cultura de origen; es decir, las costumbres y tradiciones que mÃ¡s le hayan influido, no incluyendo las influencias de la cultura americana o estadounidense. Esta cultura puede ser del lugar donde naciÃ³ o en donde se criÃ³. Si usted siente que le han influido diversas culturas, conteste las preguntas en base de la cultura con la que mÃ¡s se identifique. Si hay varios, escoge la que le ha influidoÂ mÃ¡s (por ejemplo: irlandesa,Â china, mexicana, cubana, puertorriqueÃ±a, NegroÂ oÂ afro-americano, nativo-americano oÂ indio americano, judÃ­o, amish, mormÃ³n,Â  etc). Si usted considera que no ha sido influido por ninguna otra cultura aparte de la americana o estadounidense, por favor conteste las preguntas en base a la cultura de sus antepasados o seleccione el 'ninguna' si no se identifica con un patrimonio cultural que no sea americana o estadounidense.","via_accult_q6_p"
"vancouver_q7_p","Integer","","Recommended","vancouver_q1_ddn_p!=0","I am comfortable interacting with typical American people. Me siento cómodo interactuando con personas americanas/ estadounidenses.","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9","1 = Disagree en Desacuerdo; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = Agree en Acuerdo; Please select one of the numbers to the right of each question to indicate your degree of agreement or disagreement. Many of these questions will refer to your heritage culture/culture of origin, meaning the original culture of your family (other than the culture of America or the United States).  It may be the culture of your birth, the culture in which you have been raised, or any socio-cultural group which influenced your family background.  If there are several, pick the one that has influenced you most (for example: Irish, Chinese, Latino, Mexican, Cuban, Puerto-Rican, Black or African-American, Native-American or American Indian, Jewish, Amish, Latter-day Saints/Mormon). If you do not feel that you have been influenced by any other culture, please name a culture that influenced previous generations of your family, or you may choose 0 if you do not identify with a cultural heritage other than American. //Por favor conteste cada pregunta cuidadosamente, seleccionando el nÃºmero de la respuesta que indique su grado de acuerdo o desacuerdo. Procure contestarlas todas. Muchas de estas preguntas son sobre su cultura patrimonio/cultura de origen; es decir, las costumbres y tradiciones que mÃ¡s le hayan influido, no incluyendo las influencias de la cultura americana o estadounidense. Esta cultura puede ser del lugar donde naciÃ³ o en donde se criÃ³. Si usted siente que le han influido diversas culturas, conteste las preguntas en base de la cultura con la que mÃ¡s se identifique. Si hay varios, escoge la que le ha influidoÂ mÃ¡s (por ejemplo: irlandesa,Â china, mexicana, cubana, puertorriqueÃ±a, NegroÂ oÂ afro-americano, nativo-americano oÂ indio americano, judÃ­o, amish, mormÃ³n,Â  etc). Si usted considera que no ha sido influido por ninguna otra cultura aparte de la americana o estadounidense, por favor conteste las preguntas en base a la cultura de sus antepasados o seleccione el 'ninguna' si no se identifica con un patrimonio cultural que no sea americana o estadounidense.","via_accult_q7_p"
"vancouver_q8_p","Integer","","Recommended","vancouver_q1_ddn_p!=0","I enjoy entertainment (e.g. movies, music) from my heritage culture. Disfruto del entretenimiento (Ej., películas, música) de mi propia cultura.","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9","1 = Disagree en Desacuerdo; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = Agree en Acuerdo; Please select one of the numbers to the right of each question to indicate your degree of agreement or disagreement. Many of these questions will refer to your heritage culture/culture of origin, meaning the original culture of your family (other than the culture of America or the United States).  It may be the culture of your birth, the culture in which you have been raised, or any socio-cultural group which influenced your family background.  If there are several, pick the one that has influenced you most (for example: Irish, Chinese, Latino, Mexican, Cuban, Puerto-Rican, Black or African-American, Native-American or American Indian, Jewish, Amish, Latter-day Saints/Mormon). If you do not feel that you have been influenced by any other culture, please name a culture that influenced previous generations of your family, or you may choose 0 if you do not identify with a cultural heritage other than American. //Por favor conteste cada pregunta cuidadosamente, seleccionando el nÃºmero de la respuesta que indique su grado de acuerdo o desacuerdo. Procure contestarlas todas. Muchas de estas preguntas son sobre su cultura patrimonio/cultura de origen; es decir, las costumbres y tradiciones que mÃ¡s le hayan influido, no incluyendo las influencias de la cultura americana o estadounidense. Esta cultura puede ser del lugar donde naciÃ³ o en donde se criÃ³. Si usted siente que le han influido diversas culturas, conteste las preguntas en base de la cultura con la que mÃ¡s se identifique. Si hay varios, escoge la que le ha influidoÂ mÃ¡s (por ejemplo: irlandesa,Â china, mexicana, cubana, puertorriqueÃ±a, NegroÂ oÂ afro-americano, nativo-americano oÂ indio americano, judÃ­o, amish, mormÃ³n,Â  etc). Si usted considera que no ha sido influido por ninguna otra cultura aparte de la americana o estadounidense, por favor conteste las preguntas en base a la cultura de sus antepasados o seleccione el 'ninguna' si no se identifica con un patrimonio cultural que no sea americana o estadounidense.","via_accult_q8_p"
"vancouver_q9_p","Integer","","Recommended","vancouver_q1_ddn_p!=0","I enjoy typical American entertainment (e.g. movies, music). Disfruto del entretenimiento (Ej., películas, música) americanas/ estadounidense.","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9","1 = Disagree en Desacuerdo; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = Agree en Acuerdo; Please select one of the numbers to the right of each question to indicate your degree of agreement or disagreement. Many of these questions will refer to your heritage culture/culture of origin, meaning the original culture of your family (other than the culture of America or the United States).  It may be the culture of your birth, the culture in which you have been raised, or any socio-cultural group which influenced your family background.  If there are several, pick the one that has influenced you most (for example: Irish, Chinese, Latino, Mexican, Cuban, Puerto-Rican, Black or African-American, Native-American or American Indian, Jewish, Amish, Latter-day Saints/Mormon). If you do not feel that you have been influenced by any other culture, please name a culture that influenced previous generations of your family, or you may choose 0 if you do not identify with a cultural heritage other than American. //Por favor conteste cada pregunta cuidadosamente, seleccionando el nÃºmero de la respuesta que indique su grado de acuerdo o desacuerdo. Procure contestarlas todas. Muchas de estas preguntas son sobre su cultura patrimonio/cultura de origen; es decir, las costumbres y tradiciones que mÃ¡s le hayan influido, no incluyendo las influencias de la cultura americana o estadounidense. Esta cultura puede ser del lugar donde naciÃ³ o en donde se criÃ³. Si usted siente que le han influido diversas culturas, conteste las preguntas en base de la cultura con la que mÃ¡s se identifique. Si hay varios, escoge la que le ha influidoÂ mÃ¡s (por ejemplo: irlandesa,Â china, mexicana, cubana, puertorriqueÃ±a, NegroÂ oÂ afro-americano, nativo-americano oÂ indio americano, judÃ­o, amish, mormÃ³n,Â  etc). Si usted considera que no ha sido influido por ninguna otra cultura aparte de la americana o estadounidense, por favor conteste las preguntas en base a la cultura de sus antepasados o seleccione el 'ninguna' si no se identifica con un patrimonio cultural que no sea americana o estadounidense.","via_accult_q9_p"
"vancouver_q10_p","Integer","","Recommended","vancouver_q1_ddn_p!=0","I often behave in ways that are typical of my heritage culture. Frecuentemente me comporto de acuerdo a las tradiciones de mi propia cultura.","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9","1 = Disagree en Desacuerdo; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = Agree en Acuerdo; Please select one of the numbers to the right of each question to indicate your degree of agreement or disagreement. Many of these questions will refer to your heritage culture/culture of origin, meaning the original culture of your family (other than the culture of America or the United States).  It may be the culture of your birth, the culture in which you have been raised, or any socio-cultural group which influenced your family background.  If there are several, pick the one that has influenced you most (for example: Irish, Chinese, Latino, Mexican, Cuban, Puerto-Rican, Black or African-American, Native-American or American Indian, Jewish, Amish, Latter-day Saints/Mormon). If you do not feel that you have been influenced by any other culture, please name a culture that influenced previous generations of your family, or you may choose 0 if you do not identify with a cultural heritage other than American. //Por favor conteste cada pregunta cuidadosamente, seleccionando el nÃºmero de la respuesta que indique su grado de acuerdo o desacuerdo. Procure contestarlas todas. Muchas de estas preguntas son sobre su cultura patrimonio/cultura de origen; es decir, las costumbres y tradiciones que mÃ¡s le hayan influido, no incluyendo las influencias de la cultura americana o estadounidense. Esta cultura puede ser del lugar donde naciÃ³ o en donde se criÃ³. Si usted siente que le han influido diversas culturas, conteste las preguntas en base de la cultura con la que mÃ¡s se identifique. Si hay varios, escoge la que le ha influidoÂ mÃ¡s (por ejemplo: irlandesa,Â china, mexicana, cubana, puertorriqueÃ±a, NegroÂ oÂ afro-americano, nativo-americano oÂ indio americano, judÃ­o, amish, mormÃ³n,Â  etc). Si usted considera que no ha sido influido por ninguna otra cultura aparte de la americana o estadounidense, por favor conteste las preguntas en base a la cultura de sus antepasados o seleccione el 'ninguna' si no se identifica con un patrimonio cultural que no sea americana o estadounidense.","via_accult_q10_p"
"vancouver_q11_p","Integer","","Recommended","vancouver_q1_ddn_p!=0","I often behave in ways that are typically American. Frecuentemente me comporto de forma típica americana/ estadounidense.","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9","1 = Disagree en Desacuerdo; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = Agree en Acuerdo; Please select one of the numbers to the right of each question to indicate your degree of agreement or disagreement. Many of these questions will refer to your heritage culture/culture of origin, meaning the original culture of your family (other than the culture of America or the United States).  It may be the culture of your birth, the culture in which you have been raised, or any socio-cultural group which influenced your family background.  If there are several, pick the one that has influenced you most (for example: Irish, Chinese, Latino, Mexican, Cuban, Puerto-Rican, Black or African-American, Native-American or American Indian, Jewish, Amish, Latter-day Saints/Mormon). If you do not feel that you have been influenced by any other culture, please name a culture that influenced previous generations of your family, or you may choose 0 if you do not identify with a cultural heritage other than American. //Por favor conteste cada pregunta cuidadosamente, seleccionando el nÃºmero de la respuesta que indique su grado de acuerdo o desacuerdo. Procure contestarlas todas. Muchas de estas preguntas son sobre su cultura patrimonio/cultura de origen; es decir, las costumbres y tradiciones que mÃ¡s le hayan influido, no incluyendo las influencias de la cultura americana o estadounidense. Esta cultura puede ser del lugar donde naciÃ³ o en donde se criÃ³. Si usted siente que le han influido diversas culturas, conteste las preguntas en base de la cultura con la que mÃ¡s se identifique. Si hay varios, escoge la que le ha influidoÂ mÃ¡s (por ejemplo: irlandesa,Â china, mexicana, cubana, puertorriqueÃ±a, NegroÂ oÂ afro-americano, nativo-americano oÂ indio americano, judÃ­o, amish, mormÃ³n,Â  etc). Si usted considera que no ha sido influido por ninguna otra cultura aparte de la americana o estadounidense, por favor conteste las preguntas en base a la cultura de sus antepasados o seleccione el 'ninguna' si no se identifica con un patrimonio cultural que no sea americana o estadounidense.","via_accult_q11_p"
"vancouver_q12_p","Integer","","Recommended","vancouver_q1_ddn_p!=0","It is important for me to maintain or develop the practices of my heritage culture. Para mí es importante involucrarme en las actividades de mi propia cultura.","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9","1 = Disagree en Desacuerdo; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = Agree en Acuerdo; Please select one of the numbers to the right of each question to indicate your degree of agreement or disagreement. Many of these questions will refer to your heritage culture/culture of origin, meaning the original culture of your family (other than the culture of America or the United States).  It may be the culture of your birth, the culture in which you have been raised, or any socio-cultural group which influenced your family background.  If there are several, pick the one that has influenced you most (for example: Irish, Chinese, Latino, Mexican, Cuban, Puerto-Rican, Black or African-American, Native-American or American Indian, Jewish, Amish, Latter-day Saints/Mormon). If you do not feel that you have been influenced by any other culture, please name a culture that influenced previous generations of your family, or you may choose 0 if you do not identify with a cultural heritage other than American. //Por favor conteste cada pregunta cuidadosamente, seleccionando el nÃºmero de la respuesta que indique su grado de acuerdo o desacuerdo. Procure contestarlas todas. Muchas de estas preguntas son sobre su cultura patrimonio/cultura de origen; es decir, las costumbres y tradiciones que mÃ¡s le hayan influido, no incluyendo las influencias de la cultura americana o estadounidense. Esta cultura puede ser del lugar donde naciÃ³ o en donde se criÃ³. Si usted siente que le han influido diversas culturas, conteste las preguntas en base de la cultura con la que mÃ¡s se identifique. Si hay varios, escoge la que le ha influidoÂ mÃ¡s (por ejemplo: irlandesa,Â china, mexicana, cubana, puertorriqueÃ±a, NegroÂ oÂ afro-americano, nativo-americano oÂ indio americano, judÃ­o, amish, mormÃ³n,Â  etc). Si usted considera que no ha sido influido por ninguna otra cultura aparte de la americana o estadounidense, por favor conteste las preguntas en base a la cultura de sus antepasados o seleccione el 'ninguna' si no se identifica con un patrimonio cultural que no sea americana o estadounidense.","via_accult_q12_p"
"vancouver_q13_p","Integer","","Recommended","vancouver_q1_ddn_p!=0","It is important for me to maintain or develop American mainstream cultural practices. Para mí es importante involucrarme en actividades americanas/ estadounidenses.","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9","1 = Disagree en Desacuerdo; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = Agree en Acuerdo; Please select one of the numbers to the right of each question to indicate your degree of agreement or disagreement. Many of these questions will refer to your heritage culture/culture of origin, meaning the original culture of your family (other than the culture of America or the United States).  It may be the culture of your birth, the culture in which you have been raised, or any socio-cultural group which influenced your family background.  If there are several, pick the one that has influenced you most (for example: Irish, Chinese, Latino, Mexican, Cuban, Puerto-Rican, Black or African-American, Native-American or American Indian, Jewish, Amish, Latter-day Saints/Mormon). If you do not feel that you have been influenced by any other culture, please name a culture that influenced previous generations of your family, or you may choose 0 if you do not identify with a cultural heritage other than American. //Por favor conteste cada pregunta cuidadosamente, seleccionando el nÃºmero de la respuesta que indique su grado de acuerdo o desacuerdo. Procure contestarlas todas. Muchas de estas preguntas son sobre su cultura patrimonio/cultura de origen; es decir, las costumbres y tradiciones que mÃ¡s le hayan influido, no incluyendo las influencias de la cultura americana o estadounidense. Esta cultura puede ser del lugar donde naciÃ³ o en donde se criÃ³. Si usted siente que le han influido diversas culturas, conteste las preguntas en base de la cultura con la que mÃ¡s se identifique. Si hay varios, escoge la que le ha influidoÂ mÃ¡s (por ejemplo: irlandesa,Â china, mexicana, cubana, puertorriqueÃ±a, NegroÂ oÂ afro-americano, nativo-americano oÂ indio americano, judÃ­o, amish, mormÃ³n,Â  etc). Si usted considera que no ha sido influido por ninguna otra cultura aparte de la americana o estadounidense, por favor conteste las preguntas en base a la cultura de sus antepasados o seleccione el 'ninguna' si no se identifica con un patrimonio cultural que no sea americana o estadounidense.","via_accult_q13_p"
"vancouver_q14_p","Integer","","Recommended","vancouver_q1_ddn_p!=0","I believe in the values of my heritage culture. Comparto los valores de mi propia cultura.","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9","1 = Disagree en Desacuerdo; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = Agree en Acuerdo; Please select one of the numbers to the right of each question to indicate your degree of agreement or disagreement. Many of these questions will refer to your heritage culture/culture of origin, meaning the original culture of your family (other than the culture of America or the United States).  It may be the culture of your birth, the culture in which you have been raised, or any socio-cultural group which influenced your family background.  If there are several, pick the one that has influenced you most (for example: Irish, Chinese, Latino, Mexican, Cuban, Puerto-Rican, Black or African-American, Native-American or American Indian, Jewish, Amish, Latter-day Saints/Mormon). If you do not feel that you have been influenced by any other culture, please name a culture that influenced previous generations of your family, or you may choose 0 if you do not identify with a cultural heritage other than American. //Por favor conteste cada pregunta cuidadosamente, seleccionando el nÃºmero de la respuesta que indique su grado de acuerdo o desacuerdo. Procure contestarlas todas. Muchas de estas preguntas son sobre su cultura patrimonio/cultura de origen; es decir, las costumbres y tradiciones que mÃ¡s le hayan influido, no incluyendo las influencias de la cultura americana o estadounidense. Esta cultura puede ser del lugar donde naciÃ³ o en donde se criÃ³. Si usted siente que le han influido diversas culturas, conteste las preguntas en base de la cultura con la que mÃ¡s se identifique. Si hay varios, escoge la que le ha influidoÂ mÃ¡s (por ejemplo: irlandesa,Â china, mexicana, cubana, puertorriqueÃ±a, NegroÂ oÂ afro-americano, nativo-americano oÂ indio americano, judÃ­o, amish, mormÃ³n,Â  etc). Si usted considera que no ha sido influido por ninguna otra cultura aparte de la americana o estadounidense, por favor conteste las preguntas en base a la cultura de sus antepasados o seleccione el 'ninguna' si no se identifica con un patrimonio cultural que no sea americana o estadounidense.","via_accult_q14_p"
"vancouver_q15_p","Integer","","Recommended","vancouver_q1_ddn_p!=0","I believe in mainstream American values. Comparto los valores populares de la cultura americana/ estadounidense.","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9","1 = Disagree en Desacuerdo; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = Agree en Acuerdo; Please select one of the numbers to the right of each question to indicate your degree of agreement or disagreement. Many of these questions will refer to your heritage culture/culture of origin, meaning the original culture of your family (other than the culture of America or the United States).  It may be the culture of your birth, the culture in which you have been raised, or any socio-cultural group which influenced your family background.  If there are several, pick the one that has influenced you most (for example: Irish, Chinese, Latino, Mexican, Cuban, Puerto-Rican, Black or African-American, Native-American or American Indian, Jewish, Amish, Latter-day Saints/Mormon). If you do not feel that you have been influenced by any other culture, please name a culture that influenced previous generations of your family, or you may choose 0 if you do not identify with a cultural heritage other than American. //Por favor conteste cada pregunta cuidadosamente, seleccionando el nÃºmero de la respuesta que indique su grado de acuerdo o desacuerdo. Procure contestarlas todas. Muchas de estas preguntas son sobre su cultura patrimonio/cultura de origen; es decir, las costumbres y tradiciones que mÃ¡s le hayan influido, no incluyendo las influencias de la cultura americana o estadounidense. Esta cultura puede ser del lugar donde naciÃ³ o en donde se criÃ³. Si usted siente que le han influido diversas culturas, conteste las preguntas en base de la cultura con la que mÃ¡s se identifique. Si hay varios, escoge la que le ha influidoÂ mÃ¡s (por ejemplo: irlandesa,Â china, mexicana, cubana, puertorriqueÃ±a, NegroÂ oÂ afro-americano, nativo-americano oÂ indio americano, judÃ­o, amish, mormÃ³n,Â  etc). Si usted considera que no ha sido influido por ninguna otra cultura aparte de la americana o estadounidense, por favor conteste las preguntas en base a la cultura de sus antepasados o seleccione el 'ninguna' si no se identifica con un patrimonio cultural que no sea americana o estadounidense.","via_accult_q15_p"
