"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"number_rx_rxm_med2","String","30","Recommended"," prescribe_med_2_yn   == 1","Medication 2. On average during the last two weeks, how many of these pills (or other medication items) did your child take per day? En promedio durante las últimas dos semanas? /¿cuántas de estas píldoras (u otros medicamentos) tomó su hijo por día?","","RA: If participant took less than 1 pill per day, then input the decimal value representing daily use. For example, if someone took 1 pill in a week, enter 0.14 (i.e., 1 divided by 7 days).  If s/he took 1 pill in two weeks, enter 0.07 (i.e., 1 divided by 14 days). If s/he took less than 1 pill every two weeks, then enter 0.","medinv_plus_rx_med2_freq_p,number_prescribed_prescription_medication2"
"rx_med2_24","Integer","","Recommended"," prescribe_med_2_yn   == 1","Medication 2. Did your child take this medication in the last 24 hours?? /¿Tomó su niño(a) este medicamento en las últimas 24 horas?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med2_24_p"
"rx_med2_ago","String","30","Recommended"," rx_med2_24   == 1","Medication 2. P. How long ago did your son/daughter take the medication? / Â¿Hace cuÃ¡nto tiempo que su niÃ±o(a) tomÃ³ o usÃ³ dicho medicamento? Y. How long ago did you take the medication?
","","(in hours; 30 mins=0.5, max hours = 24) / en horas; 30 minutos=0.5, horas máximas=24)","medinv_plus_rx_med2_ago_p"
"prescribe_med_3_yn","Integer","","Recommended"," prescribe_med_2_yn   == 1","Does your child take any other prescription medications?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med3_yn_p"
"med3_rxnorm_p","String","170","Recommended","prescribe_med_3_yn == 1","Medication Name (please choose the formulation that most closely matches the medication taken by your child; no need to include dosage)  Nombre del Medicamento (por favor, elija la formulaciue mse aproxime a la medicaciomada por su ni); no hay necesidad de incluir la dosis)","","This variable may include all variants available in the Bioportal RxNorm database (https://bioportal.bioontology.org). Please refer to this database for additional information on trade/generic names and formulations.","medinv_plus_rxnorm_med3_p"
"medication3_dosage","String","100","Recommended"," prescribe_med_3_yn   == 1 && isNull(med3_dk)","Third medication dosage","","0 = No medication; 999 = Missing","medinv_plus_rx_med3_dose_p,strength_prescription_medication3"
"med3_dk","Integer","","Recommended","notNull(med3_rxnorm_p) &&  isNull(medication3_dosage)","Medication 3. Strength dose. Don't know /No lo sé","999","999 = Don't know/ No lo sé","medinv_plus_rx_med3_dk_p"
"units_rx_med3","Integer","","Recommended"," prescribe_med_3_yn   == 1 && isNull(med3_dk)","Medication 3. Strength unit / Unidad","1::17","1 = capsule (cap.; 12 = tablet (tab.); 11 = tablespoon (tbsp; 13 = teaspoon (tsp; 2 = drop (gtt); 3 = gram (g); 15 = milligram (mg); 16 = megagram (MGG); 4 = kilogram (kg); 5 = liter (L); 6 = microgram (msg); 7 = mililiter (mL); 8 = ounce (oz); 9 = pound (lb); 10 = quart (qt); 14 = OTHER","medinv_plus_rx_med3_units_p,units_prescription_medication3"
"rx_med3_xr","Integer","","Recommended"," prescribe_med_3_yn   == 1","Medication 3. Is the medication extended-release (XR)? /¿Es un medicamento de liberación prolongada?","1 ; 0; 999","1 = Yes /Sí; 0 = No /No; 999 = I don’t know/ No lo sé","medinv_plus_rx_med3_xr_p"
"prn_medicine_rx_med3","Integer","","Recommended"," prescribe_med_3_yn   == 1","Medication 3. PRN (as needed) Medication? ? /¿Es un medicamento PRN, es decir un medicamento que se puede tomar según necesidad?","1 ; 0; 999","1 = Yes /Sí; 0 = No /No; 999 = I don’t know/ No lo sé","medinv_plus_rx_med3_prn_p,prn_medicine_prescription_medication3"
"number_rx_rxm_med3","String","30","Recommended"," prescribe_med_3_yn   == 1","Medication 3. On average during the last two weeks, how many of these pills (or other medication items) did your child take per day? En promedio durante las últimas dos semanas? /¿cuántas de estas píldoras (u otros medicamentos) tomó su hijo por día?","","RA: If participant took less than 1 pill per day, then input the decimal value representing daily use. For example, if someone took 1 pill in a week, enter 0.14 (i.e., 1 divided by 7 days).  If s/he took 1 pill in two weeks, enter 0.07 (i.e., 1 divided by 14 days). If s/he took less than 1 pill every two weeks, then enter 0.","medinv_plus_rx_med3_freq_p,number_prescribed_prescription_medication3"
"rx_med3_24","Integer","","Recommended"," prescribe_med_3_yn   == 1","Medication 3. Did your child take this medication in the last 24 hours?? /¿Tomó su niño(a) este medicamento en las últimas 24 horas?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med3_24_p"
"rx_med3_ago","String","30","Recommended"," rx_med3_24   == 1","Medication 3. P. How long ago did your son/daughter take the medication? / Â¿Hace cuÃ¡nto tiempo que su niÃ±o(a) tomÃ³ o usÃ³ dicho medicamento? Y. How long ago did you take the medication?
","","(in hours; 30 mins=0.5, max hours = 24) / en horas; 30 minutos=0.5, horas máximas=24)","medinv_plus_rx_med3_ago_p"
"prescribe_med_4_yn","Integer","","Recommended"," prescribe_med_3_yn   == 1","Does your child take any other prescription medications?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med4_yn_p"
"med4_rxnorm_p","String","170","Recommended","prescribe_med_4_yn == 1","Medication Name (please choose the formulation that most closely matches the medication taken by your child; no need to include dosage)  Nombre del Medicamento (por favor, elija la formulaciue mse aproxime a la medicaciomada por su ni); no hay necesidad de incluir la dosis)","","This variable may include all variants available in the Bioportal RxNorm database (https://bioportal.bioontology.org). Please refer to this database for additional information on trade/generic names and formulations.","medinv_plus_rxnorm_med4_p"
"medication4_dosage","String","100","Recommended"," prescribe_med_4_yn   == 1 && isNull(med4_dk)","Fourth  medication dosage","","0 = No medication; 999 = Missing","medinv_plus_rx_med4_dose_p,strength_prescription_medication4"
"med4_dk","Integer","","Recommended","notNull(med4_rxnorm_p) &&  isNull(medication5_dosage)","Medication 4. Strength dose. Don't know /No lo sé","999","999 = Don't know/ No lo sé","medinv_plus_rx_med4_dk_p"
"units_rx_med4","Integer","","Recommended"," prescribe_med_4_yn   == 1 && isNull(med4_dk)","Medication 4. Strength unit / Unidad","1::16","1 = capsule (cap.; 12 = tablet (tab.); 11 = tablespoon (tbsp; 13 = teaspoon (tsp; 2 = drop (gtt); 3 = gram (g); 15 = milligram (mg); 16 = megagram (MGG); 4 = kilogram (kg); 5 = liter (L); 6 = microgram (msg); 7 = mililiter (mL); 8 = ounce (oz); 9 = pound (lb); 10 = quart (qt); 14 = OTHER","medinv_plus_rx_med4_units_p,units_prescription_medication4"
"rx_med4_xr","Integer","","Recommended"," prescribe_med_4_yn   == 1","Medication 4. Is the medication extended-release (XR)? /¿Es un medicamento de liberación prolongada?","1 ; 0; 999","1 = Yes /Sí; 0 = No /No; 999 = I don’t know/ No lo sé","medinv_plus_rx_med4_xr_p"
"prn_medicine_rx_med4","Integer","","Recommended"," prescribe_med_4_yn   == 1","Medication 4. PRN (as needed) Medication? ? /¿Es un medicamento PRN, es decir un medicamento que se puede tomar según necesidad?","1 ; 0; 999","1 = Yes /Sí; 0 = No /No; 999-Don't know/No se","medinv_plus_rx_med4_prn_p,prn_medicine_prescription_medication4"
"number_rx_rxm_med4","String","30","Recommended"," prescribe_med_4_yn   == 1","Medication 4. On average during the last two weeks, how many of these pills (or other medication items) did your child take per day? En promedio durante las últimas dos semanas? /¿cuántas de estas píldoras (u otros medicamentos) tomó su hijo por día?","","RA: If participant took less than 1 pill per day, then input the decimal value representing daily use. For example, if someone took 1 pill in a week, enter 0.14 (i.e., 1 divided by 7 days).  If s/he took 1 pill in two weeks, enter 0.07 (i.e., 1 divided by 14 days). If s/he took less than 1 pill every two weeks, then enter 0.","medinv_plus_rx_med4_freq_p,number_prescribed_prescription_medication4"
"rx_med4_24","Integer","","Recommended"," prescribe_med_4_yn   == 1","Medication 4. Did your child take this medication in the last 24 hours?? /¿Tomó su niño(a) este medicamento en las últimas 24 horas?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med4_24_p"
"rx_med4_ago","String","30","Recommended"," rx_med4_24   == 1","Medication 4. P. How long ago did your son/daughter take the medication? / Â¿Hace cuÃ¡nto tiempo que su niÃ±o(a) tomÃ³ o usÃ³ dicho medicamento? Y. How long ago did you take the medication?
","","(in hours; 30 mins=0.5, max hours = 24) / en horas; 30 minutos=0.5, horas máximas=24)","medinv_plus_rx_med4_ago_p"
"prescribe_med_5_yn","Integer","","Recommended"," prescribe_med_4_yn   == 1","Does your child take any other prescription medications?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med5_yn_p"
"med5_rxnorm_p","String","100","Recommended","prescribe_med_5_yn == 1","Medication Name (please choose the formulation that most closely matches the medication taken by your child; no need to include dosage)  Nombre del Medicamento (por favor, elija la formulaciue mse aproxime a la medicaciomada por su ni); no hay necesidad de incluir la dosis)","","This variable may include all variants available in the Bioportal RxNorm database (https://bioportal.bioontology.org). Please refer to this database for additional information on trade/generic names and formulations.","medinv_plus_rxnorm_med5_p"
"medication5_dosage","String","100","Recommended"," prescribe_med_5_yn   == 1 && isNull(med5_dk)","Fifth medication dosage","","0 = No medication; 999 = Missing","medinv_plus_rx_med5_dose_p,strength_prescription_medication5"
"med5_dk","Integer","","Recommended","notNull(med5_rxnorm_p) &&  isNull(medication5_dosage)","Medication 5. Strength dose. Don't know /No lo sé","999","999 = Don't know/ No lo sé","medinv_plus_rx_med5_dk_p"
"units_rx_med5","Integer","","Recommended"," prescribe_med_5_yn   == 1 && isNull(med5_dk)","Medication 5. Strength unit / Unidad","1 ::17","1 = capsule (cap.; 12 = tablet (tab.); 11 = tablespoon (tbsp; 13 = teaspoon (tsp; 2 = drop (gtt); 3 = gram (g); 15 = milligram (mg); 16 = megagram (MGG); 4 = kilogram (kg); 5 = liter (L); 6 = microgram (msg); 7 = mililiter (mL); 8 = ounce (oz); 9 = pound (lb); 10 = quart (qt); 14 = OTHER","medinv_plus_rx_med5_units_p,units_prescription_medication5"
"rx_med5_xr","Integer","","Recommended"," prescribe_med_5_yn   == 1","Medication 5. Is the medication extended-release (XR)? /¿Es un medicamento de liberación prolongada?","1 ; 0; 999","1 = Yes /Sí; 0 = No /No; 999 = I don’t know/ No lo sé","medinv_plus_rx_med5_xr_p"
"prn_medicine_rx_med5","Integer","","Recommended"," prescribe_med_5_yn   == 1","Medication 5. PRN (as needed) Medication? ? /¿Es un medicamento PRN, es decir un medicamento que se puede tomar según necesidad?","1 ; 0; 999","1=Yes; 0=No; 999=Do not Know","medinv_plus_rx_med5_prn_p,prn_medicine_prescription_medication5"
"number_rx_rxm_med5","String","30","Recommended"," prescribe_med_5_yn   == 1","Medication 5. On average during the last two weeks, how many of these pills (or other medication items) did your child take per day? En promedio durante las últimas dos semanas? /¿cuántas de estas píldoras (u otros medicamentos) tomó su hijo por día?","","RA: If participant took less than 1 pill per day, then input the decimal value representing daily use. For example, if someone took 1 pill in a week, enter 0.14 (i.e., 1 divided by 7 days).  If s/he took 1 pill in two weeks, enter 0.07 (i.e., 1 divided by 14 days). If s/he took less than 1 pill every two weeks, then enter 0.","medinv_plus_rx_med5_freq_p,number_prescribed_prescription_medication5"
"rx_med5_24","Integer","","Recommended"," prescribe_med_5_yn   == 1","Medication 5. Did your child take this medication in the last 24 hours?? /¿Tomó su niño(a) este medicamento en las últimas 24 horas?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med5_24_p"
"rx_med5_ago","String","30","Recommended"," rx_med5_24   == 1","Medication 5. P. How long ago did your son/daughter take the medication? / Â¿Hace cuÃ¡nto tiempo que su niÃ±o(a) tomÃ³ o usÃ³ dicho medicamento? Y. How long ago did you take the medication?
","","(in hours; 30 mins=0.5, max hours = 24) / en horas; 30 minutos=0.5, horas máximas=24)","medinv_plus_rx_med5_ago_p"
"prescribe_med_6_yn","Integer","","Recommended"," prescribe_med_5_yn   == 1","Does your child take any other prescription medications?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med6_yn_p"
"med6_rxnorm_p","String","100","Recommended","prescribe_med_6_yn == 1","Medication Name (please choose the formulation that most closely matches the medication taken by your child; no need to include dosage)  Nombre del Medicamento (por favor, elija la formulaciue mse aproxime a la medicaciomada por su ni); no hay necesidad de incluir la dosis)","","This variable may include all variants available in the Bioportal RxNorm database (https://bioportal.bioontology.org). Please refer to this database for additional information on trade/generic names and formulations.","medinv_plus_rxnorm_med6_p"
"medication6_dosage","String","100","Recommended"," prescribe_med_6_yn   == 1 && isNull(med6_dk)","Sixth medication dosage","","0 = No medication; 999 = Missing","medinv_plus_rx_med6_dose_p,strength_prescription_medication6"
"med6_dk","Integer","","Recommended","notNull(med6_rxnorm_p) &&  isNull(medication6_dosage)","Medication 6. Strength dose. Don't know /No lo sé","999","999 = Don't know/ No lo sé","medinv_plus_rx_med6_dk_p"
"units_rx_med6","Integer","","Recommended"," prescribe_med_6_yn   == 1 && isNull(med6_dk)","Medication 6. Strength unit / Unidad","1::16","1 = capsule (cap.; 12 = tablet (tab.); 11 = tablespoon (tbsp; 13 = teaspoon (tsp; 2 = drop (gtt); 3 = gram (g); 15 = milligram (mg); 16 = megagram (MGG); 4 = kilogram (kg); 5 = liter (L); 6 = microgram (msg); 7 = mililiter (mL); 8 = ounce (oz); 9 = pound (lb); 10 = quart (qt); 14 = OTHER","medinv_plus_rx_med6_units_p,units_prescription_medication6"
"rx_med6_xr","Integer","","Recommended"," prescribe_med_6_yn   == 1","Medication 6. Is the medication extended-release (XR)? /¿Es un medicamento de liberación prolongada?","1 ; 0; 999","1 = Yes /Sí; 0 = No /No; 999 = I don’t know/ No lo sé","medinv_plus_rx_med6_xr_p"
"prn_medicine_rx_med6","Integer","","Recommended"," prescribe_med_6_yn   == 1","Medication 6. PRN (as needed) Medication? ? /¿Es un medicamento PRN, es decir un medicamento que se puede tomar según necesidad?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med6_prn_p,prn_medicine_prescription_medication6"
"number_rx_rxm_med6","String","30","Recommended"," prescribe_med_6_yn   == 1","Medication 6. On average during the last two weeks, how many of these pills (or other medication items) did your child take per day? En promedio durante las últimas dos semanas? /¿cuántas de estas píldoras (u otros medicamentos) tomó su hijo por día?","","RA: If participant took less than 1 pill per day, then input the decimal value representing daily use. For example, if someone took 1 pill in a week, enter 0.14 (i.e., 1 divided by 7 days).  If s/he took 1 pill in two weeks, enter 0.07 (i.e., 1 divided by 14 days). If s/he took less than 1 pill every two weeks, then enter 0.","medinv_plus_rx_med6_freq_p,number_prescribed_prescription_medication6"
"rx_med6_24","Integer","","Recommended"," prescribe_med_6_yn   == 1","Medication 6. Did your child take this medication in the last 24 hours?? /¿Tomó su niño(a) este medicamento en las últimas 24 horas?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med6_24_p"
"rx_med6_ago","String","30","Recommended"," rx_med6_24   == 1","Medication 6. How long ago did h/she take the medication?  /¿Hace cuánto tiempo que él/ella toma este medicamento?","","(in hours; 30 mins=0.5, max hours = 24) / en horas; 30 minutos=0.5, horas máximas=24)","medinv_plus_rx_med6_ago_p"
"prescribe_med_7_yn","Integer","","Recommended"," prescribe_med_6_yn   == 1","Does your child take any other prescription medications?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med7_yn_p"
"med7_rxnorm_p","String","100","Recommended","prescribe_med_7_yn == 1","Medication Name (please choose the formulation that most closely matches the medication taken by your child; no need to include dosage)  Nombre del Medicamento (por favor, elija la formulaciue mse aproxime a la medicaciomada por su ni); no hay necesidad de incluir la dosis)","","This variable may include all variants available in the Bioportal RxNorm database (https://bioportal.bioontology.org). Please refer to this database for additional information on trade/generic names and formulations.","medinv_plus_rxnorm_med7_p"
"medication7_dosage","String","100","Recommended"," prescribe_med_7_yn   == 1 && isNull(med7_dk)","Seventh medication dosage","","0 = No medication; 999 = Missing","medinv_plus_rx_med7_dose_p,strength_prescription_medication7"
"med7_dk","Integer","","Recommended","notNull(med7_rxnorm_p) &&  isNull(medication7_dosage)","Medication 7. Strength dose. Don't know /No lo sé","999","999 = Don't know/ No lo sé","medinv_plus_rx_med7_dk_p"
"units_rx_med7","Integer","","Recommended"," prescribe_med_7_yn   == 1 && isNull(med7_dk)","Medication 7. Strength unit / Unidad","1::16","1 = capsule (cap.; 12 = tablet (tab.); 11 = tablespoon (tbsp; 13 = teaspoon (tsp; 2 = drop (gtt); 3 = gram (g); 15 = milligram (mg); 16 = megagram (MGG); 4 = kilogram (kg); 5 = liter (L); 6 = microgram (msg); 7 = mililiter (mL); 8 = ounce (oz); 9 = pound (lb); 10 = quart (qt); 14 = OTHER","medinv_plus_rx_med7_units_p,units_prescription_medication7"
"rx_med7_xr","Integer","","Recommended"," prescribe_med_7_yn   == 1","Medication 7. Is the medication extended-release (XR)? /¿Es un medicamento de liberación prolongada?","1 ; 0; 999","1 = Yes /Sí; 0 = No /No; 999 = I don’t know/ No lo sé","medinv_plus_rx_med7_xr_p"
"prn_medicine_rx_med7","Integer","","Recommended"," prescribe_med_7_yn   == 1","Medication 7. PRN (as needed) Medication? ? /¿Es un medicamento PRN, es decir un medicamento que se puede tomar según necesidad?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med7_prn_p,prn_medicine_prescription_medication7"
"number_rx_rxm_med7","String","30","Recommended"," prescribe_med_7_yn   == 1","Medication 7. On average during the last two weeks, how many of these pills (or other medication items) did your child take per day? En promedio durante las últimas dos semanas? /¿cuántas de estas píldoras (u otros medicamentos) tomó su hijo por día?","","RA: If participant took less than 1 pill per day, then input the decimal value representing daily use. For example, if someone took 1 pill in a week, enter 0.14 (i.e., 1 divided by 7 days).  If s/he took 1 pill in two weeks, enter 0.07 (i.e., 1 divided by 14 days). If s/he took less than 1 pill every two weeks, then enter 0.","medinv_plus_rx_med7_freq_p,number_prescribed_prescription_medication7"
"rx_med7_24","Integer","","Recommended"," prescribe_med_7_yn   == 1","Medication 7. Did your child take this medication in the last 24 hours?? /¿Tomó su niño(a) este medicamento en las últimas 24 horas?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med7_24_p"
"rx_med7_ago","String","30","Recommended"," rx_med7_24   == 1","Medication 7. How long ago did h/she take the medication?  /¿Hace cuánto tiempo que él/ella toma este medicamento?","","(in hours; 30 mins=0.5, max hours = 24) / en horas; 30 minutos=0.5, horas máximas=24)","medinv_plus_rx_med7_ago_p"
"prescribe_med_8_yn","Integer","","Recommended"," prescribe_med_7_yn   == 1","Does your child take any other prescription medications?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med8_yn_p"
"med8_rxnorm_p","String","100","Recommended","prescribe_med_8_yn == 1","Medication Name (please choose the formulation that most closely matches the medication taken by your child; no need to include dosage)  Nombre del Medicamento (por favor, elija la formulaciue mse aproxime a la medicaciomada por su ni); no hay necesidad de incluir la dosis)","","This variable may include all variants available in the Bioportal RxNorm database (https://bioportal.bioontology.org). Please refer to this database for additional information on trade/generic names and formulations.","medinv_plus_rxnorm_med8_p"
"medication8_dosage","String","100","Recommended"," prescribe_med_8_yn   == 1 && isNull(med8_dk)","Eighth medication dosage","","0 = No medication; 999 = Missing","medinv_plus_rx_med8_dose_p,strength_prescription_medication8"
"med8_dk","Integer","","Recommended","notNull(med8_rxnorm_p) &&  isNull(medication8_dosage)","Medication 8. Strength dose. Don't know /No lo sé","999","999 = Don't know/ No lo sé","medinv_plus_rx_med8_dk_p"
"units_rx_med8","Integer","","Recommended"," prescribe_med_8_yn   == 1 && isNull(med8_dk)","Medication 8. Strength unit / Unidad","1::16","1 = capsule (cap.; 12 = tablet (tab.); 11 = tablespoon (tbsp; 13 = teaspoon (tsp; 2 = drop (gtt); 3 = gram (g); 15 = milligram (mg); 16 = megagram (MGG); 4 = kilogram (kg); 5 = liter (L); 6 = microgram (msg); 7 = mililiter (mL); 8 = ounce (oz); 9 = pound (lb); 10 = quart (qt); 14 = OTHER","medinv_plus_rx_med8_units_p,units_prescription_medication8"
"rx_med8_xr","Integer","","Recommended"," prescribe_med_8_yn   == 1","Medication 8. Is the medication extended-release (XR)? /¿Es un medicamento de liberación prolongada?","1;0;999","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med8_xr_p"
"prn_medicine_rx_med8","Integer","","Recommended"," prescribe_med_8_yn   == 1","Medication 8. PRN (as needed) Medication? ? /¿Es un medicamento PRN, es decir un medicamento que se puede tomar según necesidad?","1 ; 0","1 = Yes /Sí; 0 = No /No","medinv_plus_rx_med8_prn_p,prn_medicine_prescription_medication8"
