"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"tfmrimr1_102","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI postcentral gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.postcentral.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gpostcentralrh"
"tfmrimr1_103","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI precentral gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.precentral.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gprecentralrh"
"tfmrimr1_104","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI precuneus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.precuneus.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gprecuneusrh"
"tfmrimr1_105","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI gyrus rectus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.rectus.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_grectusrh"
"tfmrimr1_106","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI subcallosal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.subcallosal.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gsubcallosalrh"
"tfmrimr1_107","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI anterior transverse temporal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.temp.sup.g.t.transv.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gtempsupgttransvrh"
"tfmrimr1_108","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI lateral aspect of the superior temporal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.temp.sup.lateral.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gtempsuplateralrh"
"tfmrimr1_109","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI planum polare of the superior temporal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.temp.sup.plan.polar.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gtempsupplanpolarrh"
"tfmrimr1_110","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI planum temporale","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.temp.sup.plan.tempo.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gtempsupplantemporh"
"tfmrimr1_111","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI inferior temporal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.temporal.inf.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gtemporalinfrh"
"tfmrimr1_112","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI middle temporal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.temporal.middle.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gtemporalmiddlerh"
"tfmrimr1_113","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI horizontal ramus of the anterior segment of the lateral sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_lat.fis.ant.horizont.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_latfisanthorizontrh"
"tfmrimr1_114","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI vertical ramus of the anterior segment of the lateral sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_lat.fis.ant.vertical.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_latfisantverticalrh"
"tfmrimr1_115","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI posterior ramus of the lateral sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_lat.fis.post.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_latfispostrh"
"tfmrimr1_116","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI occipital pole","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_pole.occipital.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_poleoccipitalrh"
"tfmrimr1_117","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI temporal pole","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_pole.temporal.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_poletemporalrh"
"tfmrimr1_118","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI calcarine sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_s.calcarine.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_scalcarinerh"
"tfmrimr1_119","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI central sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_s.central.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_scentralrh"
"tfmrimr1_120","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI marginal branch of the cingulate sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_s.cingul.marginalis.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_scingulmarginalisrh"
"tfmrimr1_121","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI anterior segment of the circular sulcus of the insula","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_s.circular.insula.ant.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_scircularinsulaantrh"
"tfmrimr1_122","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI inferior segment of the circular sulcus of the insula","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_s.circular.insula.inf.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_scircularinsulainfrh"
"tfmrimr1_123","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI superior segment of the circular sulcus of the insula","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_s.circular.insula.sup.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_scircularinsulasuprh"
"tfmrimr1_124","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI anterior transverse collateral sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_s.collat.transv.ant.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_scollattransvantrh"
"tfmrimr1_125","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI posterior transverse collateral sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_s.collat.transv.post.rh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_scollattransvpostrh"
