"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"midasemdp20","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI superior occipital gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.occipital.sup.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_goccipitalsuplh"
"midasemdp21","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI lateral occipito-temporal gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.oc.temp.lat.fusifor.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_goctemplatfusiforlh"
"midasemdp22","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI lingual gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.oc.temp.med.lingual.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_goctempmedlinguallh"
"midasemdp23","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI parahippocampal gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.oc.temp.med.parahip.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_goctempmedparahiplh"
"midasemdp24","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI orbital gyri","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.orbital.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gorbitallh"
"midasemdp25","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI angular gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.pariet.inf.angular.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gparietinfangularlh"
"midasemdp26","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI supramarginal gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.pariet.inf.supramar.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gparietinfsupramarlh"
"midasemdp27","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI superior parietal lobule","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.parietal.sup.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gparietalsuplh"
"midasemdp28","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI postcentral gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.postcentral.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gpostcentrallh"
"midasemdp29","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI precentral gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.precentral.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gprecentrallh"
"midasemdp30","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI precuneus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.precuneus.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gprecuneuslh"
"midasemdp31","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI gyrus rectus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.rectus.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_grectuslh"
"midasemdp32","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI subcallosal gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.subcallosal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gsubcallosallh"
"midasemdp33","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI anterior transverse temporal gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.temp.sup.g.t.transv.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gtempsupgttransvlh"
"midasemdp34","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI lateral aspect of the superior temporal gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.temp.sup.lateral.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gtempsuplaterallh"
"midasemdp35","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI planum polare of the superior temporal gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.temp.sup.plan.polar.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gtempsupplanpolarlh"
"midasemdp36","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI planum temporale","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.temp.sup.plan.tempo.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gtempsupplantempolh"
"midasemdp37","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI inferior temporal gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.temporal.inf.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gtemporalinflh"
"midasemdp38","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI middle temporal gyrus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.temporal.middle.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gtemporalmiddlelh"
"midasemdp39","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI horizontal ramus of the anterior segment of the lateral sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_lat.fis.ant.horizont.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_latfisanthorizontlh"
"midasemdp40","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI vertical ramus of the anterior segment of the lateral sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_lat.fis.ant.vertical.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_latfisantverticallh"
"midasemdp41","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI posterior ramus of the lateral sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_lat.fis.post.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_latfispostlh"
"midasemdp42","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI occipital pole","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_pole.occipital.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_poleoccipitallh"
"midasemdp43","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI temporal pole","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_pole.temporal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_poletemporallh"
"midasemdp44","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI calcarine sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.calcarine.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_scalcarinelh"
"midasemdp45","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI central sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.central.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_scentrallh"
"midasemdp46","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI marginal branch of the cingulate sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.cingul.marginalis.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_scingulmarginalislh"
"midasemdp47","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI anterior segment of the circular sulcus of the insula","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.circular.insula.ant.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_scircularinsulaantlh"
"midasemdp48","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI inferior segment of the circular sulcus of the insula","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.circular.insula.inf.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_scircularinsulainflh"
"midasemdp49","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI superior segment of the circular sulcus of the insula","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.circular.insula.sup.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_scircularinsulasuplh"
"midasemdp50","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI anterior transverse collateral sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.collat.transv.ant.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_scollattransvantlh"
"midasemdp51","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI posterior transverse collateral sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.collat.transv.post.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_scollattransvpostlh"
"midasemdp52","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI inferior frontal sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.front.inf.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_sfrontinflh"
"midasemdp53","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI middle frontal sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.front.middle.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_sfrontmiddlelh"
"midasemdp54","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI superior frontal sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.front.sup.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_sfrontsuplh"
"midasemdp55","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI sulcus intermedius primus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.interm.prim.jensen.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_sintermprimjensenlh"
"midasemdp56","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI intraparietal sulcus and transverse parietal sulci","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.intrapariet.and.p.trans.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_sintraparietandptranslh"
"midasemdp57","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI middle occipital sulcus and lunatus sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.oc.middle.and.lunatus.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_socmiddleandlunatuslh"
"midasemdp58","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI superior occipital sulcus and transverse occipital sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.oc.sup.and.transversal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_socsupandtransversallh"
"midasemdp59","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI anterior occipital sulcus and preoccipital notch","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.occipital.ant.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_soccipitalantlh"
"midasemdp60","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI lateral occipito-temporal sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.oc.temp.lat.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_soctemplatlh"
"midasemdp61","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI medial occipito-temporal sulcus and lingual sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.oc.temp.med.and.lingual.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_soctempmedandlinguallh"
"midasemdp62","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI lateral orbital sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.orbital.lateral.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_sorbitallaterallh"
"midasemdp63","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI medial orbital sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.orbital.med.olfact.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_sorbitalmedolfactlh"
"midasemdp64","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI orbital sulci","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.orbital.h.shaped.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_sorbitalhshapedlh"
"midasemdp65","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI parieto-occipital sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.parieto.occipital.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_sparietooccipitallh"
"midasemdp66","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI pericallosal sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.pericallosal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_spericallosallh"
"midasemdp67","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI postcentral sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.postcentral.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_spostcentrallh"
"midasemdp68","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI inferior part of the precentral sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.precentral.inf.part.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_sprecentralinfpartlh"
"midasemdp69","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI superior part of the precentral sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.precentral.sup.part.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_sprecentralsuppartlh"
"midasemdp70","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI suborbital sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.suborbital.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_ssuborbitallh"
"midasemdp71","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI subparietal sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.subparietal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_ssubparietallh"
"midasemdp72","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI inferior temporal sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.temporal.inf.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_stemporalinflh"
"midasemdp73","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI superior temporal sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.temporal.sup.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_stemporalsuplh"
"midasemdp74","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI transverse temporal sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_s.temporal.transverse.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_stemporaltransverselh"
"midasemdp75","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI fronto-marginal gyrus and sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.and.s.frontomargin.rh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gandsfrontomarginrh"
"midasemdp76","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI inferior occipital gyrus and sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.and.s.occipital.inf.rh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gandsoccipitalinfrh"
"midasemdp77","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI paracentral lobule and sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.and.s.paracentral.rh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gandsparacentralrh"
"midasemdp78","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI subcentral gyrus and sulci","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.and.s.subcentral.rh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gandssubcentralrh"
"midasemdp79","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI transverse frontopolar gyri and sulci","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.and.s.transv.frontopol.rh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gandstransvfrontopolrh"
"midasemdp80","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI anterior part of the cingulate gyrus and sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.and.s.cingul.ant.rh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gandscingulantrh"
"midasemdp81","Float","","Recommended","Standard error of the mean for MID anticipation of reward versus neutral contrast in right hemisphere cortical Destrieux ROI middle-anterior part of the cingulate gyrus and sulcus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.destrieux_g.and.s.cingul.mid.ant.rh,tfmri_mid_all_anticrewardvsneutral_sem_cortdestrieux_gandscingulmidantrh"
