"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"bkfs_drxis100","Float","","Recommended","","drxis100","","",""
"bkfs_drxis120","Float","","Recommended","","drxis120","","",""
"bkfs_drxis140","Float","","Recommended","","drxis140","","",""
"bkfs_drxis160","Float","","Recommended","","drxis160","","",""
"bkfs_drxis180","Float","","Recommended","","drxis180","","",""
"bkfs_drxim161","Float","","Recommended","","drxim161","","",""
"bkfs_drxim181","Float","","Recommended","","drxim181","","",""
"bkfs_drxim201","Float","","Recommended","","drxim201","","",""
"bkfs_drxim221","Float","","Recommended","","drxim221","","",""
"bkfs_drxip182","Float","","Recommended","","drxip182","","",""
"bkfs_drxip183","Float","","Recommended","","drxip183","","",""
"bkfs_drxip184","Float","","Recommended","","drxip184","","",""
"bkfs_drxip204","Float","","Recommended","","drxip204","","",""
"bkfs_drxip205","Float","","Recommended","","drxip205","","",""
"bkfs_drxip225","Float","","Recommended","","drxip225","","",""
"bkfs_drxip226","Float","","Recommended","","drxip226","","",""
"bkfs_drxip227","Float","","Recommended","","group_fd_cerealnotwgsweet_total_grams","","","bkfs_group_fd_cerealnotwgsweet_total_grams"
"bkfs_drxip228","Float","","Recommended","","group_fd_cookedcereal_total_grams","","","bkfs_group_fd_cookedcereal_total_grams"
"bkfs_drxip229","Float","","Recommended","","group_fd_eggsandwich_total_grams","","","bkfs_group_fd_eggsandwich_total_grams"
"bkfs_drxip230","Float","","Recommended","","group_fd_breakfastproteinbars_total_grams","","","bkfs_group_fd_breakfastproteinbars_total_grams"
"bkfs_drxip231","Float","","Recommended","","group_fd_milk2pct_total_grams","","","bkfs_group_fd_milk2pct_total_grams"
"bkfs_drxip232","Float","","Recommended","","group_fd_fruitjuice_total_grams","","","bkfs_group_fd_fruitjuice_total_grams"
"bkfs_drxip233","Float","","Recommended","","group_fd_softdrinks_total_grams","","","bkfs_group_fd_softdrinks_total_grams"
"bkfs_drxip234","Float","","Recommended","","group_fd_applebananaorange_total_grams","","","bkfs_group_fd_applebananaorange_total_grams"
"bkfs_drxip235","Float","","Recommended","","group_fd_applesaucecannedfruit_total_grams","","","bkfs_group_fd_applesaucecannedfruit_total_grams"
"bkfs_drxip236","Float","","Recommended","","group_fd_anyotherfruit_total_grams","","","bkfs_group_fd_anyotherfruit_total_grams"
"bkfs_drxip237","Float","","Recommended","","group_fd_friedpotatoes_total_grams","","","bkfs_group_fd_friedpotatoes_total_grams"
"bkfs_drxip238","Float","","Recommended","","group_fd_otherpotatoes_total_grams","","","bkfs_group_fd_otherpotatoes_total_grams"
"bkfs_drxip239","Float","","Recommended","","group_fd_ketchupsalsa_total_grams","","","bkfs_group_fd_ketchupsalsa_total_grams"
"bkfs_drxip240","Float","","Recommended","","group_fd_lettucesalad_total_grams","","","bkfs_group_fd_lettucesalad_total_grams"
"bkfs_drxip241","Float","","Recommended","","group_fd_tomatoes_total_grams","","","bkfs_group_fd_tomatoes_total_grams"
"bkfs_drxip242","Float","","Recommended","","group_fd_greenbeanspeas_total_grams","","","bkfs_group_fd_greenbeanspeas_total_grams"
"bkfs_drxip243","Float","","Recommended","","group_fd_othervegetables_total_grams","","","bkfs_group_fd_othervegetables_total_grams"
"bkfs_drxip244","Float","","Recommended","","group_fd_vegetablesoupstew_total_grams","","","bkfs_group_fd_vegetablesoupstew_total_grams"
"bkfs_drxip245","Float","","Recommended","","group_fd_chilibeans_total_grams","","","bkfs_group_fd_chilibeans_total_grams"
"bkfs_drxip246","Float","","Recommended","","group_fd_refriedbeans_total_grams","","","bkfs_group_fd_refriedbeans_total_grams"
"bkfs_drxip247","Float","","Recommended","","group_fd_hamburgercheeseburger_total_grams","","","bkfs_group_fd_hamburgercheeseburger_total_grams"
"bkfs_drxip248","Float","","Recommended","","group_fd_hotdogssausage_total_grams","","","bkfs_group_fd_hotdogssausage_total_grams"
"bkfs_drxip249","Float","","Recommended","","group_fd_lunchmeat_total_grams","","","bkfs_group_fd_lunchmeat_total_grams"
"bkfs_drxip250","Float","","Recommended","","group_fd_pizza_total_grams","","","bkfs_group_fd_pizza_total_grams"
"bkfs_drxip251","Float","","Recommended","","group_fd_spaghettitomatosauce_total_grams","","","bkfs_group_fd_spaghettitomatosauce_total_grams"
"bkfs_drxip252","Float","","Recommended","","group_fd_macncheese_total_grams","","","bkfs_group_fd_macncheese_total_grams"
"bkfs_drxip253","Float","","Recommended","","group_fd_chickenndishes_total_grams","","","bkfs_group_fd_chickenndishes_total_grams"
"bkfs_drxip254","Float","","Recommended","","group_fd_fishndishes_total_grams","","","bkfs_group_fd_fishndishes_total_grams"
"bkfs_drxip255","Float","","Recommended","","group_fd_burritostacos_total_grams","","","bkfs_group_fd_burritostacos_total_grams"
"bkfs_drxip256","Float","","Recommended","","group_fd_beefroaststeak_total_grams","","","bkfs_group_fd_beefroaststeak_total_grams"
"bkfs_drxip257","Float","","Recommended","","group_fd_meatballsbeefdishes_total_grams","","","bkfs_group_fd_meatballsbeefdishes_total_grams"
"bkfs_drxip258","Float","","Recommended","","group_fd_pork_total_grams","","","bkfs_group_fd_pork_total_grams"
"bkfs_drxip259","Float","","Recommended","","group_fd_popcorn_total_grams","","","bkfs_group_fd_popcorn_total_grams"
"bkfs_drxip260","Float","","Recommended","","group_fd_chipscornpotato_total_grams","","","bkfs_group_fd_chipscornpotato_total_grams"
"bkfs_drxip261","Float","","Recommended","","group_fd_icecream_total_grams","","","bkfs_group_fd_icecream_total_grams"
"bkfs_drxip262","Float","","Recommended","","group_fd_candynbars_total_grams","","","bkfs_group_fd_candynbars_total_grams"
"bkfs_drxip263","Float","","Recommended","","group_fd_cookiedonutcake_total_grams","","","bkfs_group_fd_cookiedonutcake_total_grams"
"bkfs_drxip264","Float","","Recommended","","group_fd_cheesendishes_total_grams","","","bkfs_group_fd_cheesendishes_total_grams"
"bkfs_drxip265","Float","","Recommended","","group_fd_wholewheatbread_total_grams","","","bkfs_group_fd_wholewheatbread_total_grams"
"bkfs_drxip266","Float","","Recommended","","group_fd_cerealwgnotsweet_total_grams","","","bkfs_group_fd_cerealwgnotsweet_total_grams"
"bkfs_drxip267","Float","","Recommended","","group_fd_cerealwgsweet_total_grams","","","bkfs_group_fd_cerealwgsweet_total_grams"
"bkfs_drxip268","Float","","Recommended","","group_fd_cerealnotwgnotsweet_total_grams","","","bkfs_group_fd_cerealnotwgnotsweet_total_grams"
"bkfs_drxip269","Float","","Recommended","","group_fd_milk4pct_total_grams","","","bkfs_group_fd_milk4pct_total_grams"
"bkfs_drxip270","Float","","Recommended","","group_fd_milk1pct_total_grams","","","bkfs_group_fd_milk1pct_total_grams"
"bkfs_drxip271","Float","","Recommended","","group_fd_milkchocolate_total_grams","","","bkfs_group_fd_milkchocolate_total_grams"
"bkfs_drxip272","Float","","Recommended","","group_fd_milklactosereduced_total_grams","","","bkfs_group_fd_milklactosereduced_total_grams"
"bkfs_drxip273","Float","","Recommended","","group_fd_milknonfat_total_grams","","","bkfs_group_fd_milknonfat_total_grams"
"bkfs_drxip274","Float","","Recommended","","group_fd_milksoy_total_grams","","","bkfs_group_fd_milksoy_total_grams"
