"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"ple_injur_fu_y","Integer","","Recommended"," ple_injur_y   == '1'","Was this a good or bad experience","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_injur_fu"
"ple_injur_fu2_y","Integer","","Recommended"," ple_injur_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_injur_fu2"
"ple_argue_y","Integer","","Recommended","","Parents argued more than previously?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_argue"
"ple_argue_past_yr_y","Integer","","Recommended"," ple_argue_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_argue_past_yr"
"ple_argue_fu_y","Integer","","Recommended"," ple_argue_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_argue_fu"
"ple_argue_fu2_y","Integer","","Recommended"," ple_argue_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_argue_fu2"
"ple_job_y","Integer","","Recommended","","Mother/father figure lost job?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_job"
"ple_job_past_yr_y","Integer","","Recommended"," ple_job_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_job_past_yr"
"ple_job_fu_y","Integer","","Recommended"," ple_job_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_job_fu"
"ple_job_fu2_y","Integer","","Recommended"," ple_job_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_job_fu2"
"ple_away_y","Integer","","Recommended","","One parent was away from home more often?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_away"
"ple_away_past_yr_y","Integer","","Recommended"," ple_away_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_away_past_yr"
"ple_away_fu_y","Integer","","Recommended"," ple_away_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_away_fu"
"ple_away_fu2_y","Integer","","Recommended"," ple_away_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_away_fu2"
"ple_arrest_y","Integer","","Recommended","","Someone in the family was arrested?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_arrest"
"ple_arrest_past_yr_y","Integer","","Recommended"," ple_arrest_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_arrest_past_yr"
"ple_arrest_fu_y","Integer","","Recommended"," ple_arrest_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_arrest_fu"
"ple_arrest_fu2_y","Integer","","Recommended"," ple_arrest_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_arrest_fu2"
"ple_friend_died_y","Integer","","Recommended","","Close friend died?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_friend_died"
"ple_friend_died_past_yr_y","Integer","","Recommended"," ple_friend_died_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_friend_died_past_yr"
"ple_friend_died_fu_y","Integer","","Recommended"," ple_friend_died_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_friend_died_fu"
"ple_friend_died_fu2_y","Integer","","Recommended"," ple_friend_died_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_friend_died_fu2"
"ple_mh_y","Integer","","Recommended","","Family member had mental/emotional problem?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_mh"
"ple_mh_past_yr_y","Integer","","Recommended"," ple_mh_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_mh_past_yr"
"ple_mh_fu_y","Integer","","Recommended"," ple_mh_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_mh_fu"
"ple_mh_fu2_y","Integer","","Recommended"," ple_mh_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_mh_fu2"
"ple_sib_y","Integer","","Recommended","","Brother or sister left home?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_sib"
"ple_sib_past_yr_y","Integer","","Recommended"," ple_sib_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_sib_past_yr"
"ple_sib_fu_y","Integer","","Recommended"," ple_sib_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_sib_fu"
"ple_sib_fu2_y","Integer","","Recommended"," ple_sib_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_sib_fu2"
"ple_victim_y","Integer","","Recommended","","Was a victim of crime/violence/assault?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_victim"
"ple_victim_past_yr_y","Integer","","Recommended"," ple_victim_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_victim_past_yr"
"ple_victim_fu_y","Integer","","Recommended"," ple_victim_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_victim_fu"
"ple_victim_fu2_y","Integer","","Recommended"," ple_victim_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_victim_fu2"
"ple_separ_y","Integer","","Recommended","","Parents separated or divorced?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_separ"
"ple_separ_past_yr_y","Integer","","Recommended"," ple_separ_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_separ_past_yr"
"ple_separ_fu_y","Integer","","Recommended"," ple_separ_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_separ_fu"
"ple_separ_fu2_y","Integer","","Recommended"," ple_separ_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_separ_fu2"
"ple_law_y","Integer","","Recommended","","Parents/caregiver got into trouble with the law?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_law"
"ple_law_past_yr_y","Integer","","Recommended"," ple_law_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_law_past_yr"
"ple_law_fu_y","Integer","","Recommended"," ple_law_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_law_fu"
"ple_law_fu2_y","Integer","","Recommended"," ple_law_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_law_fu2"
"ple_school_y","Integer","","Recommended","","Attended a new school?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_school"
"ple_school_past_yr_y","Integer","","Recommended"," ple_school_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_school_past_yr"
"ple_school_fu_y","Integer","","Recommended"," ple_school_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_school_fu"
"ple_school_fu2_y","Integer","","Recommended"," ple_school_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_school_fu2"
"ple_move_y","Integer","","Recommended","","Family moved?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_move"
"ple_move_past_yr_y","Integer","","Recommended"," ple_move_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_move_past_yr"
"ple_move_fu_y","Integer","","Recommended"," ple_move_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_move_fu"
"ple_move_fu2_y","Integer","","Recommended"," ple_move_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_move_fu2"
"ple_jail_y","Integer","","Recommended","","One of the parents/caregivers went to jail?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_jail"
"ple_jail_past_yr_y","Integer","","Recommended"," ple_jail_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_jail_past_yr"
"ple_jail_fu_y","Integer","","Recommended"," ple_jail_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_jail_fu"
"ple_jail_fu2_y","Integer","","Recommended"," ple_jail_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_jail_fu2"
"ple_step_y","Integer","","Recommended","","Got new stepmother or stepfather?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_step"
"ple_step_past_yr_y","Integer","","Recommended"," ple_step_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_step_past_yr"
"ple_step_fu_y","Integer","","Recommended"," ple_step_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_step_fu"
"ple_step_fu2_y","Integer","","Recommended"," ple_step_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_step_fu2"
"ple_new_job_y","Integer","","Recommended","","Parent/caregiver got a new job?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_new_job"
"ple_new_job_past_yr_y","Integer","","Recommended"," ple_new_job_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_new_job_past_yr"
"ple_new_job_fu_y","Integer","","Recommended"," ple_new_job_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_new_job_fu"
"ple_new_job_fu2_y","Integer","","Recommended"," ple_new_job_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_new_job_fu2"
"ple_new_sib_y","Integer","","Recommended","","Got new brother or sister?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_new_sib"
"ple_new_sib_past_yr_y","Integer","","Recommended"," ple_new_sib_y   == '1'","Did this happen in the past year?","0 ; 1","1 = Yes; 0 = No","life_events_phenx_new_sib_past_yr"
"ple_new_sib_fu_y","Integer","","Recommended"," ple_new_sib_y   == '1'","Was this a good or bad experience?","1 ; 2 ; 6 ; 7","1 = Mostly good; 2 = Mostly bad; 6 = Not applicable; 7 = Don't know","life_events_phenx_new_sib_fu"
"ple_new_sib_fu2_y","Integer","","Recommended"," ple_new_sib_y   == '1'","How much did the event affect you?","0 ; 1 ; 2 ; 3","0 = Not at All; 1 = A Little; 2 = Some; 3 = A lot","life_events_phenx_new_sib_fu2"
"ple_foster_care_past_yr_y","Integer","","Recommended","","Did this happen in the past year?","0;1","0=No; 1=Yes [ple_foster_care_y] = '1'",""
"ple_foster_care_y","Integer","","Recommended","","You were placed in foster care?","0;1","0=No; 1=Yes [event-name] = '3_year_follow_up_y_arm_1' OR [event-name] = '4_year_follow_up_y_arm_1'",""
"ple_hit_fu_y","Integer","","Recommended","","Was this a good or bad experience?","1;2;6;7","1=Mostly good;2=Mostly bad;6=Not applicable;7=Don't know [ple_hit_y] = '1'",""
"ple_hit_fu2_y","Integer","","Recommended","","How much did the event affect you?","0::3","0=Not at All;1=A Little;2=Some;3=A lot [ple_hit_y] = '1'",""
"ple_hit_past_yr_y","Integer","","Recommended","","Did this happen in the past year?","0;1","0=No; 1=Yes [ple_hit_y] = '1'",""
"ple_hit_y","Integer","","Recommended","","Saw or heard someone getting hit","0;1","0=No; 1=Yes [event-name] = '3_year_follow_up_y_arm_1' OR [event-name] = '4_year_follow_up_y_arm_1'",""
"ple_homeless_fu_y","Integer","","Recommended","","Was this a good or bad experience?","1;2;6;7","1=Mostly good;2=Mostly bad;889=Not applicable;999=Don't know [ple_homeless_y] = '1'",""
"ple_homeless_fu2_y","Integer","","Recommended","","How much did the event affect you?","0::3","0=Not at All;1=A Little;2=Some;3=A lot [ple_homeless_y] = '1'",""
"ple_homeless_past_yr_y","Integer","","Recommended","","Did this happen in the past year?","0;1","0=No; 1=Yes [ple_homeless_y] = '1'",""
"ple_homeless_y","Integer","","Recommended","","Your family was homeless?","0;1","0=No; 1=Yes ([event-name] = '4_year_follow_up_y_arm_1')",""
"ple_hospitalized_fu_y","Integer","","Recommended","","Was this a good or bad experience?","1;2;6;7","1=Mostly good;2=Mostly bad;6=Not applicable;7=Don't know [ple_hospitalized_y] = '1'",""
"ple_hospitalized_fu2_y","Integer","","Recommended","","How much did the event affect you?","0::3","0=Not at All;1=A Little;2=Some;3=A lot [ple_hospitalized_y] = '1'",""
"ple_hospitalized_past_yr_y","Integer","","Recommended","","Did this happen in the past year?","0;1","0=No; 1=Yes [ple_hospitalized_y] = '1'",""
"ple_hospitalized_y","Integer","","Recommended","","Parent or caregiver hospitalized?","0;1","0=No; 1=Yes [event-name] = '3_year_follow_up_y_arm_1' OR [event-name] = '4_year_follow_up_y_arm_1'",""
"ple_lockdown_fu_y","Integer","","Recommended","","Was this a good or bad experience?","1;2;6;7","1=Mostly good;2=Mostly bad;6=Not applicable;7=Don't know [ple_lockdown_y] = '1'",""
"ple_lockdown_fu2_y","Integer","","Recommended","","How much did the event affect you?","0::3","0=Not at All;1=A Little;2=Some;3=A lot [ple_lockdown_y] = '1'",""
"ple_lockdown_past_yr_y","Integer","","Recommended","","Did this happen in the past year?","0;1","0=No; 1=Yes [ple_lockdown_y] = '1'",""
"ple_lockdown_y","Integer","","Recommended","","Had a lockdown at your school due to concerns about a school shooting or violence?","0;1","0=No; 1=Yes [event-name] = '3_year_follow_up_y_arm_1' OR [event-name] = '4_year_follow_up_y_arm_1'",""
"ple_shot_fu_y","Integer","","Recommended","","Was this a good or bad experience?","1;2;6;7","1=Mostly good;2=Mostly bad;6=Not applicable;7=Don't know [ple_shot_y] = '1'",""
"ple_shot_fu2_y","Integer","","Recommended","","How much did the event affect you?","0::3","0=Not at All;1=A Little;2=Some;3=A lot [ple_shot_y] = '1'",""
"ple_admin","Integer","","Recommended","","Please indicate how instrument was administered:","1::3","1=RA-Administered;2=Youth Self-Administered;3=Combination [sched_delay] = '7'",""
"ple_shot_past_yr_y","Integer","","Recommended","","Did this happen in the past year?","0;1","0=No; 1=Yes [ple_shot_y] = '1'",""
"ple_shot_y","Integer","","Recommended","","Saw or heard someone being shot at (but not actually wounded) in your school or neighborhood?","0;1","0=No; 1=Yes [event-name] = '3_year_follow_up_y_arm_1' OR [event-name] = '4_year_follow_up_y_arm_1'",""
"ple_suicide_fu2_y","Integer","","Recommended","","How much did the event affect you?","0::3","0=Not at All;1=A Little;2=Some;3=A lot [ple_suicide_past_yr_y] = '1'",""
"ple_suicide_past_yr_y","Integer","","Recommended","","Did this happen in the past year?","0;1","0=No; 1=Yes ([ple_suicide_y] = '1')",""
"ple_suicide_y","Integer","","Recommended","","Do you know someone who has attempted suicide?","0;1","0=No; 1=Yes [event-name] = '4_year_follow_up_y_arm_1'",""
"ple_who_passed_y","Integer","","Recommended","","Did this person die?","0;1","0=No; 1=Yes ([ple_suicide_y]) = '1'",""
"ple_who_y","Integer","","Recommended","","Was this person:","1::3","1=A family member;2=A friend;3=Other ([ple_suicide_y]) = '1'",""
"ple_deported_fu_y","Integer","","Recommended","","Was this a good or bad experience?","1;2;6;7","1=Mostly good;2=Mostly bad;6=Not applicable;7=Don't know [ple_deported_y] = '1'",""
"ple_deported_fu2_y","Integer","","Recommended","","How much did the event affect you?","0::3","0=Not at All;1=A Little;2=Some;3=A lot [ple_deported_y] = '1'",""
"ple_deported_past_yr_y","Integer","","Recommended","","Did this happen in the past year?","0;1","0=No; 1=Yes [ple_deported_y] = '1'",""
"ple_deported_y","Integer","","Recommended","","Parent or caregiver deported?","0;1","0=No; 1=Yes [event-name] = '3_year_follow_up_y_arm_1' OR [event-name] = '4_year_follow_up_y_arm_1'",""
"ple_foster_care_fu_y","Integer","","Recommended","","Was this a good or bad experience?","1;2;6;7","1=Mostly good;2=Mostly bad;6=Not applicable;7=Don't know [ple_foster_care_y] = '1'",""
"ple_foster_care_fu2_y","Integer","","Recommended","","How much did the event affect you?","0::3","0=Not at All;1=A Little;2=Some;3=A lot [ple_foster_care_y] = '1'",""
