"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"ddtifp_22","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI lingual gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.oc.temp.med.lingual.lh,dmri_dtifullfawm_cortdestrieux_goctempmedlinguallh"
"ddtifp_23","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI parahippocampal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.oc.temp.med.parahip.lh,dmri_dtifullfawm_cortdestrieux_goctempmedparahiplh"
"ddtifp_24","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI orbital gyri","","","dmri_dti.full.fa.wm_cort.destrieux_g.orbital.lh,dmri_dtifullfawm_cortdestrieux_gorbitallh"
"ddtifp_25","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI angular gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.pariet.inf.angular.lh,dmri_dtifullfawm_cortdestrieux_gparietinfangularlh"
"ddtifp_26","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI supramarginal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.pariet.inf.supramar.lh,dmri_dtifullfawm_cortdestrieux_gparietinfsupramarlh"
"ddtifp_27","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI superior parietal lobule","","","dmri_dti.full.fa.wm_cort.destrieux_g.parietal.sup.lh,dmri_dtifullfawm_cortdestrieux_gparietalsuplh"
"ddtifp_28","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI postcentral gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.postcentral.lh,dmri_dtifullfawm_cortdestrieux_gpostcentrallh"
"ddtifp_29","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI precentral gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.precentral.lh,dmri_dtifullfawm_cortdestrieux_gprecentrallh"
"ddtifp_30","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI precuneus","","","dmri_dti.full.fa.wm_cort.destrieux_g.precuneus.lh,dmri_dtifullfawm_cortdestrieux_gprecuneuslh"
"ddtifp_31","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI gyrus rectus","","","dmri_dti.full.fa.wm_cort.destrieux_g.rectus.lh,dmri_dtifullfawm_cortdestrieux_grectuslh"
"ddtifp_32","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI subcallosal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.subcallosal.lh,dmri_dtifullfawm_cortdestrieux_gsubcallosallh"
"ddtifp_33","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI anterior transverse temporal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.temp.sup.g.t.transv.lh,dmri_dtifullfawm_cortdestrieux_gtempsupgttransvlh"
"ddtifp_34","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI lateral aspect of the superior temporal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.temp.sup.lateral.lh,dmri_dtifullfawm_cortdestrieux_gtempsuplaterallh"
"ddtifp_35","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI planum polare of the superior temporal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.temp.sup.plan.polar.lh,dmri_dtifullfawm_cortdestrieux_gtempsupplanpolarlh"
"ddtifp_36","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI planum temporale","","","dmri_dti.full.fa.wm_cort.destrieux_g.temp.sup.plan.tempo.lh,dmri_dtifullfawm_cortdestrieux_gtempsupplantempolh"
"ddtifp_37","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI inferior temporal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.temporal.inf.lh,dmri_dtifullfawm_cortdestrieux_gtemporalinflh"
"ddtifp_38","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI middle temporal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.temporal.middle.lh,dmri_dtifullfawm_cortdestrieux_gtemporalmiddlelh"
"ddtifp_39","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI horizontal ramus of the anterior segment of the lateral sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_lat.fis.ant.horizont.lh,dmri_dtifullfawm_cortdestrieux_latfisanthorizontlh"
"ddtifp_40","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI vertical ramus of the anterior segment of the lateral sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_lat.fis.ant.vertical.lh,dmri_dtifullfawm_cortdestrieux_latfisantverticallh"
"ddtifp_41","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI posterior ramus of the lateral sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_lat.fis.post.lh,dmri_dtifullfawm_cortdestrieux_latfispostlh"
"ddtifp_42","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI occipital pole","","","dmri_dti.full.fa.wm_cort.destrieux_pole.occipital.lh,dmri_dtifullfawm_cortdestrieux_poleoccipitallh"
"ddtifp_43","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI temporal pole","","","dmri_dti.full.fa.wm_cort.destrieux_pole.temporal.lh,dmri_dtifullfawm_cortdestrieux_poletemporallh"
"ddtifp_44","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI calcarine sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.calcarine.lh,dmri_dtifullfawm_cortdestrieux_scalcarinelh"
"ddtifp_45","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI central sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.central.lh,dmri_dtifullfawm_cortdestrieux_scentrallh"
"ddtifp_46","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI marginal branch of the cingulate sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.cingul.marginalis.lh,dmri_dtifullfawm_cortdestrieux_scingulmarginalislh"
"ddtifp_47","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI anterior segment of the circular sulcus of the insula","","","dmri_dti.full.fa.wm_cort.destrieux_s.circular.insula.ant.lh,dmri_dtifullfawm_cortdestrieux_scircularinsulaantlh"
"ddtifp_48","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI inferior segment of the circular sulcus of the insula","","","dmri_dti.full.fa.wm_cort.destrieux_s.circular.insula.inf.lh,dmri_dtifullfawm_cortdestrieux_scircularinsulainflh"
"ddtifp_49","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI superior segment of the circular sulcus of the insula","","","dmri_dti.full.fa.wm_cort.destrieux_s.circular.insula.sup.lh,dmri_dtifullfawm_cortdestrieux_scircularinsulasuplh"
"ddtifp_50","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI anterior transverse collateral sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.collat.transv.ant.lh,dmri_dtifullfawm_cortdestrieux_scollattransvantlh"
"ddtifp_51","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI posterior transverse collateral sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.collat.transv.post.lh,dmri_dtifullfawm_cortdestrieux_scollattransvpostlh"
"ddtifp_52","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI inferior frontal sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.front.inf.lh,dmri_dtifullfawm_cortdestrieux_sfrontinflh"
"ddtifp_53","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI middle frontal sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.front.middle.lh,dmri_dtifullfawm_cortdestrieux_sfrontmiddlelh"
"ddtifp_54","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI superior frontal sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.front.sup.lh,dmri_dtifullfawm_cortdestrieux_sfrontsuplh"
"ddtifp_55","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI sulcus intermedius primus","","","dmri_dti.full.fa.wm_cort.destrieux_s.interm.prim.jensen.lh,dmri_dtifullfawm_cortdestrieux_sintermprimjensenlh"
"ddtifp_56","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI intraparietal sulcus and transverse parietal sulci","","","dmri_dti.full.fa.wm_cort.destrieux_s.intrapariet.and.p.trans.lh,dmri_dtifullfawm_cortdestrieux_sintraparietandptranslh"
"ddtifp_57","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI middle occipital sulcus and lunatus sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.oc.middle.and.lunatus.lh,dmri_dtifullfawm_cortdestrieux_socmiddleandlunatuslh"
"ddtifp_58","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI superior occipital sulcus and transverse occipital sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.oc.sup.and.transversal.lh,dmri_dtifullfawm_cortdestrieux_socsupandtransversallh"
"ddtifp_59","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI anterior occipital sulcus and preoccipital notch","","","dmri_dti.full.fa.wm_cort.destrieux_s.occipital.ant.lh,dmri_dtifullfawm_cortdestrieux_soccipitalantlh"
"ddtifp_60","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI lateral occipito-temporal sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.oc.temp.lat.lh,dmri_dtifullfawm_cortdestrieux_soctemplatlh"
"ddtifp_61","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI medial occipito-temporal sulcus and lingual sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.oc.temp.med.and.lingual.lh,dmri_dtifullfawm_cortdestrieux_soctempmedandlinguallh"
"ddtifp_62","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI lateral orbital sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.orbital.lateral.lh,dmri_dtifullfawm_cortdestrieux_sorbitallaterallh"
"ddtifp_63","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI medial orbital sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.orbital.med.olfact.lh,dmri_dtifullfawm_cortdestrieux_sorbitalmedolfactlh"
"ddtifp_64","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI orbital sulci","","","dmri_dti.full.fa.wm_cort.destrieux_s.orbital.h.shaped.lh,dmri_dtifullfawm_cortdestrieux_sorbitalhshapedlh"
"ddtifp_65","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI parieto-occipital sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.parieto.occipital.lh,dmri_dtifullfawm_cortdestrieux_sparietooccipitallh"
"ddtifp_66","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI pericallosal sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.pericallosal.lh,dmri_dtifullfawm_cortdestrieux_spericallosallh"
"ddtifp_67","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI postcentral sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.postcentral.lh,dmri_dtifullfawm_cortdestrieux_spostcentrallh"
"ddtifp_68","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI inferior part of the precentral sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.precentral.inf.part.lh,dmri_dtifullfawm_cortdestrieux_sprecentralinfpartlh"
"ddtifp_69","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI superior part of the precentral sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.precentral.sup.part.lh,dmri_dtifullfawm_cortdestrieux_sprecentralsuppartlh"
"ddtifp_70","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI suborbital sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.suborbital.lh,dmri_dtifullfawm_cortdestrieux_ssuborbitallh"
"ddtifp_71","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI subparietal sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.subparietal.lh,dmri_dtifullfawm_cortdestrieux_ssubparietallh"
"ddtifp_72","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI inferior temporal sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.temporal.inf.lh,dmri_dtifullfawm_cortdestrieux_stemporalinflh"
"ddtifp_73","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI superior temporal sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.temporal.sup.lh,dmri_dtifullfawm_cortdestrieux_stemporalsuplh"
"ddtifp_74","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with left hemisphere cortical Destrieux ROI transverse temporal sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_s.temporal.transverse.lh,dmri_dtifullfawm_cortdestrieux_stemporaltransverselh"
"ddtifp_75","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI fronto-marginal gyrus and sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_g.and.s.frontomargin.rh,dmri_dtifullfawm_cortdestrieux_gandsfrontomarginrh"
"ddtifp_76","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI inferior occipital gyrus and sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_g.and.s.occipital.inf.rh,dmri_dtifullfawm_cortdestrieux_gandsoccipitalinfrh"
"ddtifp_77","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI paracentral lobule and sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_g.and.s.paracentral.rh,dmri_dtifullfawm_cortdestrieux_gandsparacentralrh"
"ddtifp_78","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI subcentral gyrus and sulci","","","dmri_dti.full.fa.wm_cort.destrieux_g.and.s.subcentral.rh,dmri_dtifullfawm_cortdestrieux_gandssubcentralrh"
"ddtifp_79","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI transverse frontopolar gyri and sulci","","","dmri_dti.full.fa.wm_cort.destrieux_g.and.s.transv.frontopol.rh,dmri_dtifullfawm_cortdestrieux_gandstransvfrontopolrh"
"ddtifp_80","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI anterior part of the cingulate gyrus and sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_g.and.s.cingul.ant.rh,dmri_dtifullfawm_cortdestrieux_gandscingulantrh"
"ddtifp_81","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI middle-anterior part of the cingulate gyrus and sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_g.and.s.cingul.mid.ant.rh,dmri_dtifullfawm_cortdestrieux_gandscingulmidantrh"
"ddtifp_82","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI middle-posterior part of the cingulate gyrus and sulcus","","","dmri_dti.full.fa.wm_cort.destrieux_g.and.s.cingul.mid.post.rh,dmri_dtifullfawm_cortdestrieux_gandscingulmidpostrh"
"ddtifp_83","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI posterior-dorsal part of the cingulate gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.cingul.post.dorsal.rh,dmri_dtifullfawm_cortdestrieux_gcingulpostdorsalrh"
"ddtifp_84","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI posterior-ventral part of the cingulate gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.cingul.post.ventral.rh,dmri_dtifullfawm_cortdestrieux_gcingulpostventralrh"
"ddtifp_85","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI cuneus","","","dmri_dti.full.fa.wm_cort.destrieux_g.cuneus.rh,dmri_dtifullfawm_cortdestrieux_gcuneusrh"
"ddtifp_86","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI opercular part of the inferior frontal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.front.inf.opercular.rh,dmri_dtifullfawm_cortdestrieux_gfrontinfopercularrh"
"ddtifp_87","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI orbital part of the inferior frontal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.front.inf.orbital.rh,dmri_dtifullfawm_cortdestrieux_gfrontinforbitalrh"
"ddtifp_88","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI triangular part of the inferior frontal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.front.inf.triangul.rh,dmri_dtifullfawm_cortdestrieux_gfrontinftriangulrh"
"ddtifp_89","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI middle frontal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.front.middle.rh,dmri_dtifullfawm_cortdestrieux_gfrontmiddlerh"
"ddtifp_90","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI superior frontal gyrus","","","dmri_dti.full.fa.wm_cort.destrieux_g.front.sup.rh,dmri_dtifullfawm_cortdestrieux_gfrontsuprh"
"ddtifp_91","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI long insular gyrus and central sulcus of the insula","","","dmri_dti.full.fa.wm_cort.destrieux_g.ins.lg.and.s.cent.ins.rh,dmri_dtifullfawm_cortdestrieux_ginslgandscentinsrh"
"ddtifp_92","Float","","Recommended","Average fractional anisotropy within parcellation of sub-adjacent white matter associated with right hemisphere cortical Destrieux ROI short insular gyri","","","dmri_dti.full.fa.wm_cort.destrieux_g.insular.short.rh,dmri_dtifullfawm_cortdestrieux_ginsularshortrh"
