"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"mypi_mj","Integer","","Recommended","","Have you heard of marijuana, weed, pot, grass or ganja?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_used","Integer","","Recommended"," mypi_mj   == '1'","Have you smoked marijuana flower or bud in a pipe, joint, hookah or bong at any time in the past 6 months?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_pst_6mo","Integer","","Recommended"," mypi_mj_used   == '1'","Did you smoke marijuana, pot, grass, weed, or ganja 5 or more times in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_pst_mo","Integer","","Recommended"," mypi_mj_used   == '1'","Did you smoke marijuana, pot, grass, weed, or ganja in the past month?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_lst_wk","Integer","","Recommended"," mypi_mj_pst_mo   == '1'","Did you smoke marijuana, pot, grass, weed, or ganja in the last week?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_edible","Integer","","Recommended"," mypi_mj   == '1'","Have you had any MARIJUANA that you eat, such as pot cookies, gummy bears or brownies that contain MARIJUANA at any time in the past six months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_edible_pst_6mo","Integer","","Recommended"," mypi_mj_edible   == '1'","Did you eat marijuana in any food such as cookies, gummy bears, or brownies 5 or more times in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_edible_pst_mo","Integer","","Recommended"," mypi_mj_edible   == '1'","Did you eat marijuana in any food such as cookies, gummy bears, or brownies in the past month?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_edible_lst_wk","Integer","","Recommended"," mypi_mj_edible_pst_mo   == '1'","Did you eat marijuana in any food such as cookies, gummy bears, or brownies in the last week?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_oils","Integer","","Recommended"," mypi_mj   == '1'","Have you smoked marijuana oils or concentrates, such as THC oils, hash oils, or dabs'in a pipe or dab rig at any time in the past 6 months?'","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_oils_pst_6mo","Integer","","Recommended"," mypi_mj_oils   == '1'","Did you use Marijuana Oils or Concentrates, such as hash oil, BHO, butane, or dabs 5 or more times in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_oils_pst_mo","Integer","","Recommended"," mypi_mj_oils   == '1'","Did you use Marijuana Oils or Concentrates, such as hash oil, BHO, butane, or dabs in the past month?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_oils_lst_wk","Integer","","Recommended"," mypi_mj_oils_pst_mo   == '1'","Did you use Marijuana Oils or Concentrates, such as hash oil, BHO, butane, or dabs in the last week?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_tinc_used","Integer","","Recommended"," mypi_mj   == '1'","Have you had a marijuana infused alcohol drink or marijuana tincture at any time in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_tinc_pst_6mo","Integer","","Recommended"," mypi_mj_tinc_used   == '1'","Did you have a marijuana infused alcohol drink or marijuana tincture 5 or more times in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_tinc_pst_mo","Integer","","Recommended"," mypi_mj_tinc_used   == '1'","Did you have a marijuana infused alcohol drink or marijuana tincture in the past month?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_tinc_lst_wk","Integer","","Recommended"," mypi_mj_tinc_pst_mo   == '1'","Did you have a marijuana infused alcohol drink or marijuana tincture in the last week?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_synth_used","Integer","","Recommended"," mypi_mj   == '1'","Have you had ""fake""' Marijuana or synthetics such as K2 or spice at any time in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_synth_pst_6mo","Integer","","Recommended"," mypi_mj_synth_used   == '1'","Did you use ""fake"" marijuana or synthetics such as K2 or spice 5 or more times in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_synth_pst_mo","Integer","","Recommended"," mypi_mj_synth_used   == '1'","Did you use ""fake"" marijuana or synthetics such as K2 or spice in the past month?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_mj_synth_lst_wk","Integer","","Recommended"," mypi_mj_synth_pst_mo   == '1'","Did you use ""fake"" marijuana or synthetics such as K2 or spice in the last week?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_sniff","Integer","","Recommended","","Have you you heard of sniffing liquids, sprays, or other products to get high or to feel good?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_sniff_used","Integer","","Recommended"," mypi_sniff   == '1'","Have you ever sniffed liquids, sprays, gases or other products to get high or to make you feel good at any time in the past 6 months? ","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_sniff_pst_6mo","Integer","","Recommended"," mypi_sniff_used   == '1'","Did you sniff liquids, sprays or other products to get high or feel good, 5 or more times in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_sniff_pst_mo","Integer","","Recommended"," mypi_sniff_used   == '1'","Did you sniff liquids, sprays or other products to get high or feel good in the past month?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_sniff_lst_wk","Integer","","Recommended"," mypi_sniff_pst_mo   == '1'","Did you sniff liquids, sprays or other products to get high or feel good in the last week?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pills","Integer","","Recommended","","Have you heard of taking pills, liquids, or medications, such as Ritalin, Adderall, Xanax, Ativan, Oxycontin, Vicodin, Fentanyl, or Cough Syrup, to get high or in a way that your doctor or parents did not direct you to use them?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pills_used","Integer","","Recommended"," mypi_pills   == '1'","Have you used prescription stimulant drugs such as amphetamine, Ritalin, Adderall, or ephedrine in any way a doctor did not direct you to use them at any time in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pills_pst_6mo","Integer","","Recommended"," mypi_pills_used   == '1'","Did you use prescription stimulant drugs such as amphetamine, Ritalin, Adderall, or ephedrine in any way a doctor did not direct you to use them 5 or more times in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pills_pst_mo","Integer","","Recommended"," mypi_pills_used   == '1'","Did you use prescription stimulant drugs such as amphetamine, Ritalin, Adderall, or ephedrine in any way a doctor did not direct you to use them in the past month?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pills_lst_wk","Integer","","Recommended"," mypi_pills_pst_mo   == '1'","Did you use prescription stimulant drugs such as amphetamine, Ritalin, Adderall, or ephedrine in any way a doctor did not direct you to use them in the last week?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pills_dep_used","Integer","","Recommended"," mypi_pills   == '1'","Have you used prescription anxiolytics, tranquilizers or sedatives such as Xanax, Ativan, Valium, Rohypnol, or sleeping pills in any way a doctor did not direct you to use them at any time in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pills_dep_pst_6mo","Integer","","Recommended"," mypi_pills_dep_used   == '1'","Did you use prescription anxiolytics, tranquilizers or sedatives such as Xanax, Ativan, Valium, Rohypnol, or sleeping pills in any way a doctor did not direct you to use them 5 or more times in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pills_dep_pst_mo","Integer","","Recommended"," mypi_pills_dep_used   == '1'","Did you use prescription anxiolytics, tranquilizers or sedatives such as Xanax, Ativan, Valium, Rohypnol, or sleeping pills in any way a doctor did not direct you to use them in the past month?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pills_dep_lst_wk","Integer","","Recommended"," mypi_pills_dep_pst_mo   == '1'","Did you use prescription anxiolytics, tranquilizers or sedatives such as Xanax, Ativan, Valium, Rohypnol, or sleeping pills in any way a doctor did not direct you to use them in the last week?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pr_used","Integer","","Recommended"," mypi_pills   == '1'","Have you used prescription pain relievers such as Vicodin, Lortab, Norco, Hydrocodone, Oxycontin or Percocet in any way a doctor did not direct you to use them at any time in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pr_pst_6mo","Integer","","Recommended"," mypi_pr_used   == '1'","Did you use prescription pain relievers such as Vicodin, Lortab, Norco, Hydrocodone, Oxycontin or Percocet in any way a doctor did not direct you to use them 5 or more times in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pr_pst_mo","Integer","","Recommended"," mypi_pr_used   == '1'","Did you use prescription pain relievers such as Vicodin, Lortab, Norco, Hydrocodone, Oxycontin or Percocet in any way a doctor did not direct you to use them in the past month?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_pr_lst_wk","Integer","","Recommended"," mypi_pr_pst_mo   == '1'","Did you use prescription pain relievers such as Vicodin, Lortab, Norco, Hydrocodone, Oxycontin or Percocet in any way a doctor did not direct you to use them in the last week?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_cold_used","Integer","","Recommended"," mypi_pills   == '1'","Have you used over-the-counter cough or cold medicine or DXM, lean'","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_cold_pst_6mo","Integer","","Recommended"," mypi_cold_used   == '1'","Did you use over-the-Counter cough or cold medicine or DXM just to get high 5 or more times in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_cold_pst_mo","Integer","","Recommended"," mypi_cold_used   == '1'","Did you use over-the-Counter cough or cold medicine or DXM just to get high in the past month?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_cold_lst_wk","Integer","","Recommended"," mypi_cold_pst_mo   == '1'","Did you use over-the-Counter cough or cold medicine or DXM just to get high in the last week?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_high_other","Integer","","Recommended","","Have you heard of anything else to make you feel high?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_high_other_used","Integer","","Recommended"," mypi_high_other   == '1'","Have you used anything else to make you feel high at any time in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_high_other_pst_6mo","Integer","","Recommended"," mypi_high_other_used   == '1'","Did you use anything else to make you feel high 5 or more times in the past 6 months, so from last (name of month 6 months ago) until today?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_high_other_pst_mo","Integer","","Recommended"," mypi_high_other_used   == '1'","Did you use anything else to make you feel high in the past month?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_high_other_lst_wk","Integer","","Recommended"," mypi_high_other_pst_mo   == '1'","Did you use anything else to make you feel high in the last week?","0;1;777","1 = yes ; 0 = no ; 777 = refuse to answer",""
"mypi_completion_date","String","30","Recommended","","Mid year phone interview completion date and time:","","",""
"mypi_mushroom_first","Integer","","Recommended","","Was this the first time you tried magic mushrooms?''''","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_mushroom_used] = 1'' and ([event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')''",""
"mypi_steroids_first","Integer","","Recommended","","Was this the first time you tried steroids?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_steroids_used] = 1'' and ([event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')''",""
"mypi_ecstasy_used","Integer","","Recommended","","Have you used ecstasy, molly''","1;0;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1'''",""
"mypi_mj_oils_vaped","Integer","","Recommended","","Have you vaped marijuana oils or concentrates, such as THC, hash or BHO oil, in a vape pen or vaporizer at any time in the past 6 months?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_mj] = '1' and ([event-name] = 18_month_follow_up_arm_1'' or [event-name] = ''6_month_follow_up_arm_1'') or [mypi_mj_30] = '1' OR [event-name] = '54_month_follow_up_arm_1'''",""
"mypi_ketamine_first","Integer","","Recommended","","Was this the first time you tried ketamine?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_ketamine_used] = '1' and ([event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')''",""
"mypi_hallucinogen_used","Integer","","Recommended","","Have you used a hallucinogen such as LSD or acid, peyote, mescaline, DMT, AMT, or Foxy at any time in the past 6 months?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1'''",""
"mypi_mj_vape","Integer","","Recommended","","Have you vaped marijuana flower or bud in a vape pen, vaporizer, or e-vaporizer at any time in the past 6 months?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_mj_30] = '1' and ([event-name] = '30_month_follow_up_arm_1' or [event-name] = '42_month_follow_up_arm_1' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_mj_oils_vaped_first","Integer","","Recommended","","Was this the first time you tried vaping marijuana or THC oil?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_mj_oils_vaped] = '1' and ([event-name] = 30_month_follow_up_arm_1''  or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')''",""
"mypi_ketamine_used","Integer","","Recommended","","Have you used ketamine or special K'' at any time in the past 6 months?''","1;0;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1'''",""
"mypi_ghb_used","Integer","","Recommended","","Have you used GHB or liquid G'' at any time in the past 6 months?''","1;0;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1'''",""
"mypi_salvia_first","Integer","","Recommended","","Was this the first time you tried salvia?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_salvia_used] = 1'' and ([event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')''",""
"mypi_cathinones_used","Integer","","Recommended","","Have you used cathinones such as bath salts or meph'' at any time in the past 6 months?''","1;0;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1'''",""
"mypi_salvia_used","Integer","","Recommended","","Have you used the hallucinogen salvia at any time in the past 6 months?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1'''",""
"mypi_cathinones_first","Integer","","Recommended","","Was this the first time you tried bath salts?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_cathinones_used] = '1' and ([event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')''",""
"mypi_alc_first","Integer","","Recommended","","Was this the first time you tried alcohol?","0;1;777","1=yes ; 0=no ; 777=refuse to answer ([mypi_alc_sip] = '1' or [mypi_alc_full_drink] = '1') and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR  [event-name] = '54_month_follow_up_arm_1')",""
"mypi_full_cig","Integer","","Recommended","","Have you smoked a tobacco cigarette in the past 6 months?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_ecig] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR  [event-name] = '54_month_follow_up_arm_1')",""
"mypi_tob_first","Integer","","Recommended","","Was this the first time you tried a cigarette?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_full_cig] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR  [event-name] = '54_month_follow_up_arm_1')",""
"mypi_tobo_used","Integer","","Recommended","","Have you used an electronic nicotine or vaping product, such as e-cigarettes, vape pen, or JUUL in the past 6 months?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_ecig] = '1' and ([event-name] = ''30_month_follow_up_arm_1''  or [event-name] = ''42_month_follow_up_arm_1'' OR  [event-name] = '54_month_follow_up_arm_1')",""
"mypi_tobo_first","Integer","","Recommended","","Was this the first time you tried an nicotine vaping product, vape pen, or JUUL?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_tobo_used] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR  [event-name] = '54_month_follow_up_arm_1')",""
"mypi_cigar_used","Integer","","Recommended","","Have you smoked a tobacco cigar, hookah, or pipe in the past 6 months?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_ecig] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR  [event-name] = '54_month_follow_up_arm_1')",""
"mypi_flavoring","Integer","","Recommended","","Have you vaped just flavoring in the past 6 months?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = 30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR  [event-name] = '54_month_follow_up_arm_1'''",""
"mypi_cigar_first","Integer","","Recommended","","Was this the first time you tried a cigar, hookah or pipe?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_cigar_used] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR  [event-name] = '54_month_follow_up_arm_1')",""
"mypi_chew_pst_first","Integer","","Recommended","","Was this the first time you tried smokeless tobacco?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_chew_pst_used] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR  [event-name] = '54_month_follow_up_arm_1')",""
"mypi_flavoring_first","Integer","","Recommended","","Was this the first time you tried vaping just flavoring?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_flavoring] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR  [event-name] = '54_month_follow_up_arm_1')",""
"mypi_mj_first","Integer","","Recommended","","Was this the first time you tried smoking marijuana flower?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_mj_used] = '1' and ([event-name] = '30_month_follow_up_arm_1' or [event-name] = '42_month_follow_up_arm_1' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_mj_edible_first","Integer","","Recommended","","Was this the first time you tried a marijuana food?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_mj_edible] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_mj_oils_first","Integer","","Recommended","","Was this the first time you smoked a marijuana dab or oil?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_mj_oils] = '1' and ([event-name] = ''30_month_follow_up_arm_1''  or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_mj_tinc_first","Integer","","Recommended","","Was this the first time you tried a marijuana drink or tincture?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_mj_tinc_used] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')",""
